seed,epoch,token,prevP,newP,normBefore,normAfter,sq0_at,sq1_at,sq2_at,sq3_at
1,937,1,1,1,-8.67538175e-02,3.45719667e-01,4.43334941e-01,-6.01528311e-02,3.92867051e-01,3.64106482e-01
1,945,0,1,1,-1.26177153e-02,2.94094678e-01,4.57425751e-01,-5.10152317e-02,-3.89530024e-01,-2.69675633e-01
1,945,1,1,1,-8.71984494e-02,3.45719667e-01,4.43598396e-01,-5.98611592e-02,3.93586076e-01,3.64213324e-01
1,953,0,1,1,-1.25510460e-02,2.94094678e-01,4.57502131e-01,-5.08145868e-02,-3.89425001e-01,-2.69795361e-01
1,953,1,1,1,-8.76285944e-02,3.45719667e-01,4.43845598e-01,-5.95826828e-02,3.94274634e-01,3.64314587e-01
1,961,0,1,1,-1.24892409e-02,2.94094678e-01,4.57581963e-01,-5.06170552e-02,-3.89321996e-01,-2.69927701e-01
1,961,1,1,1,-8.80445644e-02,3.45719667e-01,4.44078017e-01,-5.93160609e-02,3.94934580e-01,3.64410377e-01
1,969,0,1,1,-1.24313556e-02,2.94094678e-01,4.57665279e-01,-5.04223704e-02,-3.89220849e-01,-2.70071119e-01
1,969,1,1,1,-8.84464598e-02,3.45719667e-01,4.44297058e-01,-5.90602028e-02,3.95567556e-01,3.64500689e-01
1,977,0,1,1,-1.23764139e-02,2.94094678e-01,4.57752098e-01,-5.02303920e-02,-3.89121307e-01,-2.70224162e-01
1,977,1,1,1,-8.88342286e-02,3.45719667e-01,4.44504058e-01,-5.88142172e-02,3.96175029e-01,3.64585442e-01
1,985,0,1,1,-1.23234385e-02,2.94094678e-01,4.57842429e-01,-5.00410722e-02,-3.89023059e-01,-2.70385460e-01
1,985,1,1,1,-8.92077137e-02,3.45719667e-01,4.44700278e-01,-5.85773715e-02,3.96758312e-01,3.64664504e-01
1,993,0,1,1,-1.22714723e-02,2.94094678e-01,4.57936269e-01,-4.98544290e-02,-3.88925755e-01,-2.70553730e-01
1,993,1,1,1,-8.95666886e-02,3.45719667e-01,4.44886905e-01,-5.83490603e-02,3.97318588e-01,3.64737713e-01
1,1001,0,1,1,-1.22195954e-02,2.94094678e-01,4.58033602e-01,-4.96705266e-02,-3.88829025e-01,-2.70727772e-01
1,1001,1,1,1,-8.99108865e-02,3.45719667e-01,4.45065049e-01,-5.81287801e-02,3.97856922e-01,3.64804892e-01
1,1009,0,1,1,-1.21669356e-02,2.94094678e-01,4.58134400e-01,-4.94894597e-02,-3.88732494e-01,-2.70906476e-01
1,1009,1,1,1,-9.02400217e-02,3.45719667e-01,4.45235745e-01,-5.79161095e-02,3.98374287e-01,3.64865857e-01
1,1017,0,1,1,-1.21126768e-02,2.94094678e-01,4.58238624e-01,-4.93113416e-02,-3.88635790e-01,-2.71088813e-01
1,1017,1,1,1,-9.05538072e-02,3.45719667e-01,4.45399951e-01,-5.77106931e-02,3.98871566e-01,3.64920432e-01
1,1025,0,1,1,-1.20560641e-02,2.94094678e-01,4.58346224e-01,-4.91362956e-02,-3.88538553e-01,-2.71273835e-01
1,1025,1,1,1,-9.08519671e-02,3.45719667e-01,4.45558553e-01,-5.75122284e-02,3.99349568e-01,3.64968451e-01
1,1033,0,1,1,-1.19964059e-02,2.94094678e-01,4.58457139e-01,-4.89644482e-02,-3.88440438e-01,-2.71460673e-01
1,1033,1,1,1,-9.11342472e-02,3.45719667e-01,4.45712366e-01,-5.73204557e-02,3.99809039e-01,3.65009763e-01
1,1041,0,1,1,-1.19330762e-02,2.94094678e-01,4.58571300e-01,-4.87959238e-02,-3.88341126e-01,-2.71648532e-01
1,1041,1,1,1,-9.14004216e-02,3.45719667e-01,4.45862136e-01,-5.71351496e-02,4.00250668e-01,3.65044236e-01
1,1049,0,1,1,-1.18655140e-02,2.94094678e-01,4.58688629e-01,-4.86308410e-02,-3.88240320e-01,-2.71836688e-01
1,1049,1,1,1,-9.16502985e-02,3.45719667e-01,4.46008546e-01,-5.69561120e-02,4.00675094e-01,3.65071759e-01
1,1057,0,1,1,-1.17932224e-02,2.94094678e-01,4.58809040e-01,-4.84693103e-02,-3.88137747e-01,-2.72024485e-01
1,1057,1,1,1,-9.18837235e-02,3.45719667e-01,4.46152214e-01,-5.67831667e-02,4.01082912e-01,3.65092245e-01
1,1065,0,1,1,-1.17157672e-02,2.94094678e-01,4.58932441e-01,-4.83114317e-02,-3.88033167e-01,-2.72211331e-01
1,1065,1,1,1,-9.21005819e-02,3.45719667e-01,4.46293702e-01,-5.66161547e-02,4.01474681e-01,3.65105628e-01
1,1073,0,1,1,-1.16327748e-02,2.94094678e-01,4.59058734e-01,-4.81572941e-02,-3.87926362e-01,-2.72396693e-01
1,1073,1,1,1,-9.23008002e-02,3.45719667e-01,4.46433514e-01,-5.64549310e-02,4.01850926e-01,3.65111866e-01
1,1081,0,1,1,-1.15439293e-02,2.94094678e-01,4.59187814e-01,-4.80069740e-02,-3.87817148e-01,-2.72580093e-01
1,1081,1,1,1,-9.24843461e-02,3.45719667e-01,4.46572102e-01,-5.62993610e-02,4.02212142e-01,3.65110941e-01
1,1089,0,1,1,-1.14489702e-02,2.94094678e-01,4.59319574e-01,-4.78605355e-02,-3.87705364e-01,-2.72761110e-01
1,1089,1,1,1,-9.26512288e-02,3.45719667e-01,4.46709871e-01,-5.61493184e-02,4.02558801e-01,3.65102855e-01
1,1097,0,1,1,-1.13476891e-02,2.94094678e-01,4.59453901e-01,-4.77180302e-02,-3.87590877e-01,-2.72939367e-01
1,1097,1,1,1,-9.28014977e-02,3.45719667e-01,4.46847176e-01,-5.60046834e-02,4.02891350e-01,3.65087634e-01
1,1105,0,1,1,-1.12399267e-02,2.94094678e-01,4.59590679e-01,-4.75794973e-02,-3.87473583e-01,-2.73114537e-01
1,1105,1,1,1,-9.29352413e-02,3.45719667e-01,4.46984332e-01,-5.58653408e-02,4.03210219e-01,3.65065323e-01
1,1113,0,1,1,-1.11255700e-02,2.94094678e-01,4.59729790e-01,-4.74449639e-02,-3.87353398e-01,-2.73286332e-01
1,1113,1,1,1,-9.30525862e-02,3.45719667e-01,4.47121612e-01,-5.57311787e-02,4.03515817e-01,3.65035987e-01
1,1121,0,1,1,-1.10045487e-02,2.94094678e-01,4.59871114e-01,-4.73144459e-02,-3.87230266e-01,-2.73454508e-01
1,1121,1,1,1,-9.31536946e-02,3.45719667e-01,4.47259252e-01,-5.56020880e-02,4.03808542e-01,3.64999709e-01
1,1129,0,1,1,-1.08768326e-02,2.94094678e-01,4.60014528e-01,-4.71879480e-02,-3.87104152e-01,-2.73618853e-01
1,1129,1,1,1,-9.32387632e-02,3.45719667e-01,4.47397454e-01,-5.54779610e-02,4.04088774e-01,3.64956589e-01
1,1137,0,1,1,-1.07424284e-02,2.94094678e-01,4.60159908e-01,-4.70654646e-02,-3.86975040e-01,-2.73779192e-01
1,1137,1,1,1,-9.33080204e-02,3.45719667e-01,4.47536386e-01,-5.53586914e-02,4.04356885e-01,3.64906743e-01
1,1145,0,1,1,-1.06013767e-02,2.94094678e-01,4.60307130e-01,-4.69469805e-02,-3.86842937e-01,-2.73935379e-01
1,1145,1,1,1,-9.33617248e-02,3.45719667e-01,4.47676188e-01,-5.52441732e-02,4.04613234e-01,3.64850303e-01
1,1153,0,1,1,-1.04537493e-02,2.94094678e-01,4.60456068e-01,-4.68324717e-02,-3.86707865e-01,-2.74087298e-01
1,1153,1,1,1,-9.34001627e-02,3.45719667e-01,4.47816972e-01,-5.51343009e-02,4.04858171e-01,3.64787411e-01
1,1161,0,1,1,-1.02996464e-02,2.94094678e-01,4.60606596e-01,-4.67219055e-02,-3.86569866e-01,-2.74234858e-01
1,1161,1,1,1,-9.34236461e-02,3.45719667e-01,4.47958824e-01,-5.50289689e-02,4.05092037e-01,3.64718224e-01
1,1169,0,1,1,-1.01391940e-02,2.94094678e-01,4.60758589e-01,-4.66152421e-02,-3.86428996e-01,-2.74377994e-01
1,1169,1,1,1,-9.34325105e-02,3.45719667e-01,4.48101808e-01,-5.49280717e-02,4.05315166e-01,3.64642908e-01
1,1177,0,1,1,-9.97254127e-03,2.94094678e-01,4.60911922e-01,-4.65124344e-02,-3.86285323e-01,-2.74516660e-01
1,1177,1,1,1,-9.34271127e-02,3.45719667e-01,4.48245966e-01,-5.48315032e-02,4.05527883e-01,3.64561639e-01
1,1185,0,1,1,-9.79985840e-03,2.94094678e-01,4.61066469e-01,-4.64134293e-02,-3.86138931e-01,-2.74650833e-01
1,1185,1,1,1,-9.34078289e-02,3.45719667e-01,4.48391322e-01,-5.47391576e-02,4.05730509e-01,3.64474603e-01
1,1193,0,1,1,-9.62133410e-03,2.94094678e-01,4.61222107e-01,-4.63181680e-02,-3.85989913e-01,-2.74780506e-01
1,1193,1,1,1,-9.33750524e-02,3.45719667e-01,4.48537881e-01,-5.46509283e-02,4.05923356e-01,3.64381991e-01
1,1201,0,1,1,-9.43717356e-03,2.94094678e-01,4.61378713e-01,-4.62265867e-02,-3.85838374e-01,-2.74905687e-01
1,1201,1,1,1,-9.33291915e-02,3.45719667e-01,4.48685632e-01,-5.45667089e-02,4.06106734e-01,3.64284002e-01
1,1209,0,1,1,-9.24759636e-03,2.94094678e-01,4.61536164e-01,-4.61386171e-02,-3.85684426e-01,-2.75026403e-01
1,1209,1,1,1,-9.32706682e-02,3.45719667e-01,4.48834552e-01,-5.44863926e-02,4.06280944e-01,3.64180840e-01
1,1217,0,1,1,-9.05283459e-03,2.94094678e-01,4.61694340e-01,-4.60541871e-02,-3.85528191e-01,-2.75142691e-01
1,1217,1,1,1,-9.31999155e-02,3.45719667e-01,4.48984603e-01,-5.44098728e-02,4.06446284e-01,3.64072714e-01
1,1225,0,1,1,-8.85313100e-03,2.94094678e-01,4.61853122e-01,-4.59732212e-02,-3.85369797e-01,-2.75254599e-01
1,1225,1,1,1,-9.31173765e-02,3.45719667e-01,4.49135735e-01,-5.43370428e-02,4.06603046e-01,3.63959836e-01
1,1233,0,1,1,-8.64873733e-03,2.94094678e-01,4.62012393e-01,-4.58956411e-02,-3.85209376e-01,-2.75362188e-01
1,1233,1,1,1,-9.30235018e-02,3.45719667e-01,4.49287890e-01,-5.42677960e-02,4.06751518e-01,3.63842420e-01
1,1241,0,1,1,-8.43991269e-03,2.94094678e-01,4.62172036e-01,-4.58213659e-02,-3.85047068e-01,-2.75465526e-01
1,1241,1,1,1,-9.29187486e-02,3.45719667e-01,4.49441000e-01,-5.42020262e-02,4.06891983e-01,3.63720683e-01
1,1249,0,1,1,-8.22692209e-03,2.94094678e-01,4.62331937e-01,-4.57503129e-02,-3.84883014e-01,-2.75564691e-01
1,1249,1,1,1,-9.28035787e-02,3.45719667e-01,4.49594989e-01,-5.41396276e-02,4.07024718e-01,3.63594844e-01
1,1257,0,1,1,-8.01003506e-03,2.94094678e-01,4.62491987e-01,-4.56823976e-02,-3.84717360e-01,-2.75659767e-01
1,1257,1,1,1,-9.26784573e-02,3.45719667e-01,4.49749774e-01,-5.40804949e-02,4.07149999e-01,3.63465122e-01
1,1265,0,1,1,-7.78952434e-03,2.94094678e-01,4.62652073e-01,-4.56175345e-02,-3.84550252e-01,-2.75750845e-01
1,1265,1,1,1,-9.25438513e-02,3.45719667e-01,4.49905266e-01,-5.40245235e-02,4.07268094e-01,3.63331734e-01
1,1273,0,1,1,-7.56566466e-03,2.94094678e-01,4.62812090e-01,-4.55556369e-02,-3.84381841e-01,-2.75838018e-01
1,1273,1,1,1,-9.24002285e-02,3.45719667e-01,4.50061373e-01,-5.39716097e-02,4.07379267e-01,3.63194899e-01
1,1281,0,1,1,-7.33873170e-03,2.94094678e-01,4.62971932e-01,-4.54966179e-02,-3.84212275e-01,-2.75921388e-01
1,1281,1,1,1,-9.22480556e-02,3.45719667e-01,4.50217996e-01,-5.39216504e-02,4.07483780e-01,3.63054835e-01
1,1289,0,1,1,-7.10900095e-03,2.94094678e-01,4.63131498e-01,-4.54403900e-02,-3.84041705e-01,-2.76001057e-01
1,1289,1,1,1,-9.20877980e-02,3.45719667e-01,4.50375035e-01,-5.38745439e-02,4.07581887e-01,3.62911755e-01
1,1297,0,1,1,-6.87674687e-03,2.94094678e-01,4.63290686e-01,-4.53868658e-02,-3.83870280e-01,-2.76077131e-01
1,1297,1,1,1,-9.19199178e-02,3.45719667e-01,4.50532387e-01,-5.38301895e-02,4.07673840e-01,3.62765873e-01
1,1305,0,1,1,-6.64224196e-03,2.94094678e-01,4.63449399e-01,-4.53359579e-02,-3.83698148e-01,-2.76149720e-01
1,1305,1,1,1,-9.17448733e-02,3.45719667e-01,4.50689946e-01,-5.37884878e-02,4.07759885e-01,3.62617399e-01
1,1313,0,1,1,-6.40575595e-03,2.94094678e-01,4.63607544e-01,-4.52875797e-02,-3.83525458e-01,-2.76218933e-01
1,1313,1,1,1,-9.15631180e-02,3.45719667e-01,4.50847607e-01,-5.37493407e-02,4.07840264e-01,3.62466542e-01
1,1321,0,1,1,-6.16755513e-03,2.94094678e-01,4.63765028e-01,-4.52416450e-02,-3.83352353e-01,-2.76284882e-01
1,1321,1,1,1,-9.13750996e-02,3.45719667e-01,4.51005262e-01,-5.37126516e-02,4.07915212e-01,3.62313504e-01
1,1329,0,1,1,-5.92790163e-03,2.94094678e-01,4.63921762e-01,-4.51980683e-02,-3.83178978e-01,-2.76347678e-01
1,1329,1,1,1,-9.11812592e-02,3.45719667e-01,4.51162805e-01,-5.36783255e-02,4.07984963e-01,3.62158486e-01
1,1337,0,1,1,-5.68705283e-03,2.94094678e-01,4.64077660e-01,-4.51567652e-02,-3.83005472e-01,-2.76407434e-01
1,1337,1,1,1,-9.09820306e-02,3.45719667e-01,4.51320130e-01,-5.36462692e-02,4.08049742e-01,3.62001685e-01
1,1345,0,1,1,-5.44526084e-03,2.94094678e-01,4.64232639e-01,-4.51176526e-02,-3.82831972e-01,-2.76464262e-01
1,1345,1,1,1,-9.07778398e-02,3.45719667e-01,4.51477129e-01,-5.36163908e-02,4.08109772e-01,3.61843294e-01
1,1353,0,1,1,-5.20277201e-03,2.94094678e-01,4.64386619e-01,-4.50806483e-02,-3.82658612e-01,-2.76518273e-01
1,1353,1,1,1,-9.05691039e-02,3.45719667e-01,4.51633700e-01,-5.35886006e-02,4.08165270e-01,3.61683499e-01
1,1361,0,1,1,-4.95982646e-03,2.94094678e-01,4.64539523e-01,-4.50456716e-02,-3.82485523e-01,-2.76569578e-01
1,1361,1,1,1,-9.03562311e-02,3.45719667e-01,4.51789739e-01,-5.35628107e-02,4.08216447e-01,3.61522483e-01
1,1369,0,1,1,-4.71665773e-03,2.94094678e-01,4.64691276e-01,-4.50126433e-02,-3.82312832e-01,-2.76618287e-01
1,1369,1,1,1,-9.01396196e-02,3.45719667e-01,4.51945145e-01,-5.35389349e-02,4.08263510e-01,3.61360426e-01
1,1377,0,1,1,-4.47349247e-03,2.94094678e-01,4.64841808e-01,-4.49814857e-02,-3.82140660e-01,-2.76664507e-01
1,1377,1,1,1,-8.99196578e-02,3.45719667e-01,4.52099821e-01,-5.35168891e-02,4.08306661e-01,3.61197500e-01
1,1385,0,1,1,-4.23055008e-03,2.94094678e-01,4.64991052e-01,-4.49521228e-02,-3.81969126e-01,-2.76708345e-01
1,1385,1,1,1,-8.96967233e-02,3.45719667e-01,4.52253671e-01,-5.34965913e-02,4.08346095e-01,3.61033874e-01
1,1393,0,1,1,-3.98804251e-03,2.94094678e-01,4.65138941e-01,-4.49244803e-02,-3.81798345e-01,-2.76749905e-01
1,1393,1,1,1,-8.94711828e-02,3.45719667e-01,4.52406600e-01,-5.34779615e-02,4.08382002e-01,3.60869710e-01
1,1401,0,1,1,-3.74617405e-03,2.94094678e-01,4.65285416e-01,-4.48984854e-02,-3.81628425e-01,-2.76789290e-01
1,1401,1,1,1,-8.92433921e-02,3.45719667e-01,4.52558520e-01,-5.34609216e-02,4.08414570e-01,3.60705165e-01
1,1409,0,1,1,-3.50514112e-03,2.94094678e-01,4.65430417e-01,-4.48740674e-02,-3.81459472e-01,-2.76826601e-01
1,1409,1,1,1,-8.90136950e-02,3.45719667e-01,4.52709344e-01,-5.34453958e-02,4.08443976e-01,3.60540391e-01
1,1417,0,1,1,-3.26513219e-03,2.94094678e-01,4.65573889e-01,-4.48511574e-02,-3.81291586e-01,-2.76861935e-01
1,1417,1,1,1,-8.87824242e-02,3.45719667e-01,4.52858988e-01,-5.34313104e-02,4.08470397e-01,3.60375536e-01
1,1425,0,1,1,-3.02632763e-03,2.94094678e-01,4.65715781e-01,-4.48296881e-02,-3.81124864e-01,-2.76895388e-01
1,1425,1,1,1,-8.85499000e-02,3.45719667e-01,4.53007372e-01,-5.34185939e-02,4.08494001e-01,3.60210739e-01
1,1433,0,1,1,-2.78889965e-03,2.94094678e-01,4.65856044e-01,-4.48095944e-02,-3.80959395e-01,-2.76927053e-01
1,1433,1,1,1,-8.83164311e-02,3.45719667e-01,4.53154420e-01,-5.34071767e-02,4.08514952e-01,3.60046136e-01
1,1441,0,1,1,-2.55301226e-03,2.94094678e-01,4.65994632e-01,-4.47908130e-02,-3.80795267e-01,-2.76957020e-01
1,1441,1,1,1,-8.80823140e-02,3.45719667e-01,4.53300060e-01,-5.33969916e-02,4.08533409e-01,3.59881857e-01
1,1449,0,1,1,-2.31882128e-03,2.94094678e-01,4.66131503e-01,-4.47732822e-02,-3.80632561e-01,-2.76985378e-01
1,1449,1,1,1,-8.78478329e-02,3.45719667e-01,4.53444222e-01,-5.33879734e-02,4.08549524e-01,3.59718025e-01
1,1457,0,1,1,-2.08647428e-03,2.94094678e-01,4.66266617e-01,-4.47569428e-02,-3.80471355e-01,-2.77012210e-01
1,1457,1,1,1,-8.76132600e-02,3.45719667e-01,4.53586842e-01,-5.33800591e-02,4.08563445e-01,3.59554760e-01
1,1465,0,1,1,-1.85611069e-03,2.94094678e-01,4.66399938e-01,-4.47417370e-02,-3.80311719e-01,-2.77037601e-01
1,1465,1,1,1,-8.73788553e-02,3.45719667e-01,4.53727859e-01,-5.33731880e-02,4.08575314e-01,3.59392175e-01
1,1473,0,1,1,-1.62786180e-03,2.94094678e-01,4.66531432e-01,-4.47276091e-02,-3.80153722e-01,-2.77061628e-01
1,1473,1,1,1,-8.71448667e-02,3.45719667e-01,4.53867216e-01,-5.33673011e-02,4.08585269e-01,3.59230376e-01
1,1481,0,1,1,-1.40185087e-03,2.94094678e-01,4.66661070e-01,-4.47145053e-02,-3.79997428e-01,-2.77084368e-01
1,1481,1,1,1,-8.69115300e-02,3.45719667e-01,4.54004859e-01,-5.33623419e-02,4.08593441e-01,3.59069466e-01
1,1489,0,1,1,-1.17819319e-03,2.94094678e-01,4.66788823e-01,-4.47023737e-02,-3.79842893e-01,-2.77105896e-01
1,1489,1,1,1,-8.66790691e-02,3.45719667e-01,4.54140739e-01,-5.33582558e-02,4.08599957e-01,3.58909541e-01
1,1497,0,1,1,-9.56996236e-04,2.94094678e-01,4.66914668e-01,-4.46911641e-02,-3.79690173e-01,-2.77126282e-01
1,1497,1,1,1,-8.64476961e-02,3.45719667e-01,4.54274811e-01,-5.33549902e-02,4.08604938e-01,3.58750693e-01
1,1505,0,1,1,-7.38359751e-04,2.94094678e-01,4.67038583e-01,-4.46808282e-02,-3.79539318e-01,-2.77145594e-01
1,1505,1,1,1,-8.62176113e-02,3.45719667e-01,4.54407033e-01,-5.33524947e-02,4.08608500e-01,3.58593008e-01
1,1513,0,1,1,-5.22375921e-04,2.94094678e-01,4.67160548e-01,-4.46713197e-02,-3.79390372e-01,-2.77163898e-01
1,1513,1,1,1,-8.59890036e-02,3.45719667e-01,4.54537368e-01,-5.33507208e-02,4.08610755e-01,3.58436567e-01
1,1521,0,1,1,-3.09129516e-04,2.94094678e-01,4.67280548e-01,-4.46625938e-02,-3.79243376e-01,-2.77181257e-01
1,1521,1,1,1,-8.57620506e-02,3.45719667e-01,4.54665780e-01,-5.33496218e-02,4.08611808e-01,3.58281446e-01
1,1529,0,1,1,-9.86980627e-05,2.94094678e-01,4.67398570e-01,-4.46546075e-02,-3.79098369e-01,-2.77197730e-01
1,1529,1,1,1,-8.55369187e-02,3.45719667e-01,4.54792240e-01,-5.33491533e-02,4.08611762e-01,3.58127715e-01
1,1537,1,1,1,-8.53137635e-02,3.45719667e-01,4.54916721e-01,-5.33492724e-02,4.08610712e-01,3.57975442e-01
1,1538,0,1,1,-6.67365664e-02,2.94094678e-01,4.06289021e-01,-5.73141572e-02,-3.93199481e-01,-2.83701279e-01
1,1545,1,1,1,-8.90188591e-02,3.45719667e-01,4.50611560e-01,-7.34152256e-02,4.14864696e-01,3.54043383e-01
1,1546,0,1,1,-1.28325073e-02,2.94094678e-01,4.30643324e-01,-7.25485362e-02,-3.64316509e-01,-2.66125818e-01
1,1553,1,1,1,-7.47945831e-02,3.45719667e-01,4.67864630e-01,-7.64427130e-02,4.16622728e-01,3.54909687e-01
1,1554,0,1,1,-2.85412712e-03,2.94094678e-01,4.26407931e-01,-7.91153906e-02,-3.52105662e-01,-2.58763789e-01
1,1560,1,1,1,-2.56403157e-02,3.45719667e-01,4.64864827e-01,-7.72606630e-02,3.76726676e-01,3.25247360e-01
1,1562,0,1,1,-2.50786540e-02,2.94094678e-01,4.39664027e-01,-7.49688056e-02,-3.80559104e-01,-2.81386212e-01
1,1567,1,1,1,-1.69677909e-02,3.45719667e-01,4.80419587e-01,-7.87607288e-02,3.83094217e-01,3.27433724e-01
1,1570,0,1,1,-4.96316582e-02,2.94094678e-01,4.07876761e-01,-8.23578006e-02,-3.80992786e-01,-2.78607995e-01
1,1574,1,1,1,-8.54341547e-02,3.45719667e-01,4.04562787e-01,-8.72628530e-02,3.81260538e-01,3.33707075e-01
1,1578,0,1,1,-9.78433319e-02,2.94094678e-01,3.83714966e-01,-8.14110854e-02,-4.05544479e-01,-2.95367479e-01
1,1581,1,1,1,-5.43975581e-02,3.45719667e-01,4.93833171e-01,-7.34772200e-02,4.19698593e-01,3.57100478e-01
1,1586,0,1,1,-1.08682060e-01,2.94094678e-01,4.01623165e-01,-5.04225865e-02,-4.23347644e-01,-3.05454475e-01
1,1587,1,1,1,-3.74605779e-02,3.45719667e-01,4.63263539e-01,-6.13116323e-02,3.79534312e-01,3.34344892e-01
1,1594,0,1,1,-6.47970465e-02,2.94094678e-01,4.51985881e-01,-3.83982820e-02,-4.17641614e-01,-3.10061595e-01
1,1594,1,1,1,-8.40986323e-02,3.45719667e-01,4.59416581e-01,-4.81234226e-02,4.06731106e-01,3.63383955e-01
1,1602,0,1,1,-1.93846755e-02,2.94094678e-01,4.74015802e-01,-3.33346604e-02,-3.98848671e-01,-2.93439250e-01
1,1602,1,1,1,-1.05268428e-01,3.45719667e-01,4.45983354e-01,-4.17573344e-02,4.12449485e-01,3.68508721e-01
1,1610,0,1,1,-1.68117369e-02,2.94094678e-01,4.74072764e-01,-3.41769875e-02,-3.96858100e-01,-2.91939099e-01
1,1610,1,1,1,-1.03150685e-01,3.45719667e-01,4.47268159e-01,-4.26124367e-02,4.12289570e-01,3.67467850e-01
1,1618,0,1,1,-1.42454683e-02,2.94094678e-01,4.74206096e-01,-3.49702600e-02,-3.94909861e-01,-2.90492703e-01
1,1618,1,1,1,-1.00878781e-01,3.45719667e-01,4.48590242e-01,-4.34249686e-02,4.12015354e-01,3.66389223e-01
1,1626,0,1,1,-1.17261424e-02,2.94094678e-01,4.74389917e-01,-3.57185548e-02,-3.93018700e-01,-2.89109066e-01
1,1626,1,1,1,-9.85148688e-02,3.45719667e-01,4.49916798e-01,-4.41976479e-02,4.11650963e-01,3.65290172e-01
1,1634,0,1,1,-9.28612967e-03,2.94094678e-01,4.74603987e-01,-3.64246096e-02,-3.91197588e-01,-2.87795541e-01
1,1634,1,1,1,-9.61131059e-02,3.45719667e-01,4.51221641e-01,-4.49320122e-02,4.11218798e-01,3.64186849e-01
1,1642,0,1,1,-6.95031551e-03,2.94094678e-01,4.74832748e-01,-3.70903330e-02,-3.89457173e-01,-2.86557600e-01
1,1642,1,1,1,-9.37193082e-02,3.45719667e-01,4.52484499e-01,-4.56289164e-02,4.10739019e-01,3.63093633e-01
1,1650,0,1,1,-4.73689984e-03,2.94094678e-01,4.75064420e-01,-3.77171672e-02,-3.87805607e-01,-2.85398841e-01
1,1650,1,1,1,-9.13711724e-02,3.45719667e-01,4.53690200e-01,-4.62888846e-02,4.10229310e-01,3.62022850e-01
1,1658,0,1,1,-2.65833694e-03,2.94094678e-01,4.75290213e-01,-3.83063322e-02,-3.86248609e-01,-2.84321139e-01
1,1658,1,1,1,-8.90988363e-02,3.45719667e-01,4.54827868e-01,-4.69123452e-02,4.09704828e-01,3.60984691e-01
1,1666,0,1,1,-7.22280399e-04,2.94094678e-01,4.75503685e-01,-3.88589810e-02,-3.84789657e-01,-2.83324859e-01
1,1666,1,1,1,-8.69256128e-02,3.45719667e-01,4.55890173e-01,-4.74997758e-02,4.09178275e-01,3.59987265e-01
1,1674,1,1,1,-8.48687993e-02,3.45719667e-01,4.56872681e-01,-4.80517827e-02,4.08660051e-01,3.59036743e-01
1,1675,0,1,1,-6.59990061e-02,2.94094678e-01,4.18345324e-01,-5.10991326e-02,-3.98915781e-01,-2.90670152e-01
1,1682,1,1,1,-8.45883210e-02,3.45719667e-01,4.50483237e-01,-7.12299454e-02,4.11151655e-01,3.51498919e-01
1,1683,0,1,1,-9.27361025e-03,2.94094678e-01,4.45812983e-01,-6.79542318e-02,-3.70881542e-01,-2.74020958e-01
1,1690,1,1,1,-7.27877075e-02,3.45719667e-01,4.61052832e-01,-7.47226418e-02,4.10014842e-01,3.50469292e-01
1,1691,0,1,1,-1.41909847e-03,2.94094678e-01,4.44842042e-01,-7.28013745e-02,-3.63110347e-01,-2.69730341e-01
1,1698,1,1,1,-7.02109436e-02,3.45719667e-01,4.71043119e-01,-7.56144278e-02,4.15057924e-01,3.54312045e-01
1,1700,0,1,1,-7.29784766e-02,2.94094678e-01,4.44190625e-01,-7.39632905e-02,-4.20260297e-01,-3.14858125e-01
1,1705,1,1,1,-6.67377087e-02,3.45719667e-01,4.11742800e-01,-7.80325033e-02,3.70699177e-01,3.23946036e-01
1,1707,0,1,1,-3.19746980e-02,2.94094678e-01,3.96374726e-01,-7.14074088e-02,-3.57247227e-01,-2.57994299e-01
1,1711,1,1,1,-2.64890066e-02,3.45719667e-01,4.00370350e-01,-7.21706667e-02,3.27233688e-01,2.91396882e-01
1,1714,0,1,1,-1.21994778e-02,2.94094678e-01,5.16221829e-01,-3.65012436e-02,-4.27726871e-01,-3.11555002e-01
1,1718,1,1,1,-1.72703814e-02,3.45719667e-01,5.35009810e-01,-4.11838269e-02,4.19553450e-01,3.59411864e-01
1,1721,0,1,1,-4.77540912e-02,2.94094678e-01,3.71719194e-01,-5.52971887e-02,-3.55697917e-01,-2.49932034e-01
1,1723,1,1,1,-1.54238505e-02,3.45719667e-01,3.97319909e-01,-7.25555552e-02,3.15358943e-01,2.81247233e-01
1,1729,0,1,1,-1.13883866e-01,2.94094678e-01,4.18019673e-01,-4.20003771e-02,-4.37007228e-01,-3.15298314e-01
1,1730,1,1,1,-4.44470513e-02,3.45719667e-01,4.71867544e-01,-5.64718999e-02,3.93924734e-01,3.39291040e-01
1,1737,0,1,1,-3.90571100e-02,2.94094678e-01,4.61227196e-01,-4.38610909e-02,-4.03923785e-01,-3.00926914e-01
1,1737,1,1,1,-5.72507042e-02,3.45719667e-01,4.74509919e-01,-5.42005231e-02,4.01438472e-01,3.52413419e-01
1,1745,1,1,1,-8.66221518e-02,3.45719667e-01,4.60868996e-01,-4.06514923e-02,4.10865894e-01,3.63131029e-01
1,1746,0,1,1,-6.45057556e-02,2.94094678e-01,4.33429928e-01,-4.35220125e-02,-4.07209976e-01,-2.97391088e-01
