seed,epoch,token,prevP,newP,normBefore,normAfter,sq0_at,sq1_at,sq2_at,sq3_at
1,392,0,1,1,-2.12525495e-02,2.94094678e-01,4.49665447e-01,-8.21550611e-02,-4.13902480e-01,-2.42663872e-01
1,394,1,1,1,-5.52538039e-02,3.45719667e-01,4.48663539e-01,-9.35414357e-02,3.77941532e-01,3.49947101e-01
1,400,0,1,1,-2.78512103e-02,2.94094678e-01,4.45712872e-01,-8.26035158e-02,-4.16629060e-01,-2.44447829e-01
1,402,1,1,1,-6.30144215e-02,3.45719667e-01,4.44216440e-01,-9.40373180e-02,3.80020336e-01,3.53228295e-01
1,408,0,1,1,-3.38264054e-02,2.94094678e-01,4.42170918e-01,-8.29208630e-02,-4.19123107e-01,-2.46075631e-01
1,410,1,1,1,-7.01328558e-02,3.45719667e-01,4.40167134e-01,-9.44294792e-02,3.82017168e-01,3.56173795e-01
1,416,0,1,1,-3.92165588e-02,2.94094678e-01,4.39007714e-01,-8.31075073e-02,-4.21349262e-01,-2.47620655e-01
1,418,1,1,1,-7.66743525e-02,3.45719667e-01,4.36481174e-01,-9.47144405e-02,3.83907529e-01,3.58853734e-01
1,424,0,1,1,-4.40943493e-02,2.94094678e-01,4.36183399e-01,-8.31710793e-02,-4.23337513e-01,-2.49104568e-01
1,425,1,1,1,-4.51071636e-03,3.45719667e-01,4.09454819e-01,-1.42846178e-01,3.11022006e-01,3.09571167e-01
1,432,0,1,1,-1.21725632e-02,2.94094678e-01,4.49967256e-01,-1.25508256e-01,-4.14614506e-01,-2.41847531e-01
1,434,1,1,1,-6.97313371e-02,3.45719667e-01,4.63498868e-01,-1.24107869e-01,4.18112589e-01,3.53761451e-01
1,440,0,1,1,-4.51368002e-02,2.94094678e-01,4.39795298e-01,-7.83020362e-02,-4.29680009e-01,-2.45077544e-01
1,441,1,1,1,-1.85132081e-02,3.45719667e-01,4.03449099e-01,-1.35859330e-01,3.18159531e-01,3.13873627e-01
1,448,0,1,1,-1.73172249e-02,2.94094678e-01,4.49088389e-01,-1.25143186e-01,-4.18552400e-01,-2.43869456e-01
1,450,1,1,1,-7.93406556e-02,3.45719667e-01,4.62688175e-01,-1.21223764e-01,4.25133561e-01,3.56900068e-01
1,456,0,1,1,-5.54826099e-02,2.94094678e-01,4.34962907e-01,-7.37188348e-02,-4.35842219e-01,-2.45257757e-01
1,457,1,1,1,-3.04633544e-02,3.45719667e-01,3.98817423e-01,-1.29367223e-01,3.24333656e-01,3.17902893e-01
1,464,0,1,1,-2.12474221e-02,2.94094678e-01,4.47690703e-01,-1.25442818e-01,-4.20933772e-01,-2.45407922e-01
1,466,1,1,1,-8.86035550e-02,3.45719667e-01,4.61124023e-01,-1.19509667e-01,4.31053310e-01,3.60159026e-01
1,471,0,1,1,-7.08955478e-03,2.94094678e-01,3.99418358e-01,-9.50260204e-02,-3.72190228e-01,-1.92688760e-01
1,473,1,1,1,-6.26842016e-02,3.45719667e-01,4.23089259e-01,-9.32561539e-02,3.63460532e-01,3.43921320e-01
1,479,0,1,1,-3.18229625e-02,2.94094678e-01,4.53985966e-01,-6.89346000e-02,-4.19781999e-01,-2.57800838e-01
1,480,1,1,1,-1.78242509e-02,3.45719667e-01,4.07226565e-01,-1.29382599e-01,3.17053520e-01,3.16029506e-01
1,487,0,1,1,-3.18705152e-02,2.94094678e-01,4.54472342e-01,-1.11999601e-01,-4.31277679e-01,-2.54870750e-01
1,488,1,1,1,-1.48929851e-03,3.45719667e-01,4.28933181e-01,-1.72920302e-01,3.46169026e-01,3.09097734e-01
1,495,0,1,1,-2.40686125e-02,2.94094678e-01,4.63483972e-01,-1.12365286e-01,-4.34732777e-01,-2.50038747e-01
1,496,1,1,1,-4.54972275e-03,3.45719667e-01,4.29277820e-01,-1.73029322e-01,3.51587058e-01,3.08471808e-01
1,503,0,1,1,-3.65744846e-02,2.94094678e-01,4.64791647e-01,-1.01582933e-01,-4.46346416e-01,-2.52388053e-01
1,504,1,1,1,-1.69606223e-02,3.45719667e-01,4.21679646e-01,-1.66607102e-01,3.54904516e-01,3.10765276e-01
1,510,0,1,1,-1.98249593e-03,2.94094678e-01,4.05895168e-01,-1.32165039e-01,-3.84037848e-01,-1.91613966e-01
1,512,1,1,1,-6.85608230e-02,3.45719667e-01,4.38476243e-01,-1.24503014e-01,4.02685126e-01,3.37887450e-01
1,518,0,1,1,-5.33846517e-02,2.94094678e-01,4.57893001e-01,-5.89912087e-02,-4.49090246e-01,-2.54653815e-01
1,519,1,1,1,-3.78031282e-02,3.45719667e-01,4.07665338e-01,-1.17398106e-01,3.40043295e-01,3.19604489e-01
1,525,0,1,1,-1.13557731e-02,2.94094678e-01,3.97219886e-01,-1.24496271e-01,-3.83248604e-01,-1.94317369e-01
1,527,1,1,1,-7.98624165e-02,3.45719667e-01,4.31336943e-01,-1.18676209e-01,4.02840420e-01,3.43100004e-01
1,533,0,1,1,-4.89866439e-02,2.94094678e-01,4.64360094e-01,-5.84871737e-02,-4.48832099e-01,-2.58045417e-01
1,534,1,1,1,-3.31897241e-02,3.45719667e-01,4.13677909e-01,-1.16636562e-01,3.41780130e-01,3.17977305e-01
1,540,0,1,1,-2.02479701e-02,2.94094678e-01,3.89491514e-01,-1.18001690e-01,-3.85946007e-01,-1.92150171e-01
1,541,1,1,1,-8.14925939e-03,3.45719667e-01,4.72622735e-01,-9.40535487e-02,3.78756830e-01,3.11305063e-01
1,548,0,1,1,-2.93415638e-02,2.94094678e-01,4.12609044e-01,-7.50472874e-02,-3.99037256e-01,-2.14450812e-01
1,548,1,1,1,-3.66225530e-02,3.45719667e-01,4.58866538e-01,-6.31070883e-02,3.76451798e-01,3.30828659e-01
1,557,0,1,1,-1.81237836e-02,2.94094678e-01,4.44944792e-01,-1.14004420e-01,-4.12315111e-01,-2.43090330e-01
1,557,1,1,1,-9.07448603e-02,3.45719667e-01,4.56553529e-01,-1.06747336e-01,4.24860009e-01,3.60659051e-01
1,565,1,1,1,-9.50296786e-03,3.45719667e-01,5.20767670e-01,-5.66786490e-02,4.12268830e-01,3.37563054e-01
1,566,0,1,1,-1.95722496e-02,2.94094678e-01,3.69092883e-01,-1.50460645e-01,-3.75329458e-01,-1.93824688e-01
1,572,1,1,1,-6.05919720e-02,3.45719667e-01,4.39058880e-01,-1.20501159e-01,3.86944472e-01,3.43742893e-01
1,574,0,1,1,-9.49886355e-03,2.94094678e-01,4.35555714e-01,-1.32112634e-01,-3.99331092e-01,-2.39157001e-01
1,579,1,1,1,-5.67860661e-02,3.45719667e-01,4.03604847e-01,-1.11888379e-01,3.51769798e-01,3.29332593e-01
1,581,0,1,1,-2.75384635e-02,2.94094678e-01,3.78569318e-01,-1.20599759e-01,-3.83953864e-01,-1.94876690e-01
1,587,1,1,1,-1.00612638e-01,3.45719667e-01,4.24313681e-01,-1.26187354e-01,4.11237170e-01,3.57018174e-01
1,589,0,1,1,-2.00433789e-02,2.94094678e-01,4.32996292e-01,-1.33968072e-01,-4.09819715e-01,-2.39842476e-01
1,594,1,1,1,-5.49158864e-02,3.45719667e-01,4.04291047e-01,-1.17268647e-01,3.53019349e-01,3.27866454e-01
1,596,0,1,1,-2.92786606e-02,2.94094678e-01,3.68966570e-01,-1.26881635e-01,-3.81483967e-01,-1.89694288e-01
1,601,1,1,1,-4.38472894e-02,3.45719667e-01,5.04053825e-01,-4.03639359e-02,4.21034817e-01,3.49680537e-01
1,604,0,1,1,-6.89833754e-02,2.94094678e-01,3.40345889e-01,-1.15990336e-01,-3.99981045e-01,-1.95672228e-01
1,607,1,1,1,-5.30976559e-02,3.45719667e-01,4.79376463e-01,-5.29227413e-02,4.02593317e-01,3.51594777e-01
1,612,0,1,1,-8.46658977e-02,2.94094678e-01,3.85036929e-01,-6.46735172e-02,-4.23468167e-01,-2.40367864e-01
1,613,1,1,1,-2.45556820e-02,3.45719667e-01,4.43415958e-01,-7.02611870e-02,3.43881240e-01,3.28413947e-01
1,620,0,1,1,-5.54413838e-02,2.94094678e-01,4.19859409e-01,-6.61323027e-02,-4.12793333e-01,-2.56317093e-01
1,620,1,1,1,-4.35837930e-02,3.45719667e-01,4.54954977e-01,-6.63368572e-02,3.67019219e-01,3.46792871e-01
1,628,1,1,1,-4.28188488e-02,3.45719667e-01,4.43279250e-01,-1.03226365e-01,3.65476249e-01,3.41171711e-01
1,629,0,1,1,-5.00448899e-02,2.94094678e-01,4.30100330e-01,-1.04064752e-01,-4.19838130e-01,-2.63811677e-01
1,635,1,1,1,-4.28202603e-03,3.45719667e-01,5.03470319e-01,-1.76294478e-02,3.76623545e-01,3.40925052e-01
1,637,0,1,1,-4.19571559e-02,2.94094678e-01,4.52991291e-01,-3.98230703e-02,-4.31034722e-01,-2.50904785e-01
1,642,1,1,1,-8.67669901e-02,3.45719667e-01,4.00977806e-01,-6.59255544e-02,3.62524112e-01,3.47091686e-01
1,644,0,1,1,-3.78037110e-02,2.94094678e-01,4.10749959e-01,-7.66588367e-02,-3.99763265e-01,-2.29314520e-01
1,649,1,1,1,-2.08047869e-02,3.45719667e-01,4.30889280e-01,-1.18205358e-01,3.47800533e-01,3.15400784e-01
1,652,0,1,1,-5.29935190e-02,2.94094678e-01,4.65651935e-01,-8.17603169e-02,-4.45235878e-01,-2.79776709e-01
1,656,1,1,1,-2.63346030e-02,3.45719667e-01,5.00500294e-01,-3.38795528e-02,3.96550165e-01,3.47463578e-01
1,659,0,1,1,-5.27094078e-02,2.94094678e-01,3.62676214e-01,-8.86906503e-02,-3.89992725e-01,-2.00037871e-01
1,662,1,1,1,-1.96319922e-02,3.45719667e-01,4.87247659e-01,-5.91109424e-02,3.85431571e-01,3.34632457e-01
1,667,0,1,1,-7.94896177e-02,2.94094678e-01,3.90990738e-01,-7.18807398e-02,-4.17597274e-01,-2.51282177e-01
1,668,1,1,1,-1.48065487e-02,3.45719667e-01,4.50350085e-01,-7.70349879e-02,3.41709710e-01,3.26788328e-01
1,675,0,1,1,-5.06512439e-02,2.94094678e-01,4.28832592e-01,-6.44010801e-02,-4.08503034e-01,-2.67995161e-01
1,675,1,1,1,-4.05420945e-02,3.45719667e-01,4.55523789e-01,-6.91834218e-02,3.62576016e-01,3.48380533e-01
1,683,1,1,1,-4.24985360e-02,3.45719667e-01,4.44245988e-01,-1.00172813e-01,3.63719006e-01,3.42922895e-01
1,684,0,1,1,-5.09483393e-02,2.94094678e-01,4.27845010e-01,-1.02969148e-01,-4.13689640e-01,-2.71040992e-01
1,690,1,1,1,-5.70048331e-03,3.45719667e-01,5.07527960e-01,-2.73172565e-02,3.79341574e-01,3.46599649e-01
1,692,0,1,1,-4.15641216e-02,2.94094678e-01,4.60764952e-01,-4.30351006e-02,-4.29822411e-01,-2.66407914e-01
1,697,1,1,1,-8.75745292e-02,3.45719667e-01,3.99331720e-01,-6.92435749e-02,3.59626071e-01,3.50005877e-01
1,699,0,1,1,-4.02259806e-02,2.94094678e-01,4.15273183e-01,-7.45554509e-02,-3.98755914e-01,-2.43372212e-01
1,704,1,1,1,-2.17455144e-02,3.45719667e-01,4.31322560e-01,-1.15076777e-01,3.46396939e-01,3.17862377e-01
1,707,0,1,1,-5.06573553e-02,2.94094678e-01,4.62738258e-01,-8.69492353e-02,-4.36162488e-01,-2.86542326e-01
1,711,1,1,1,-2.18794859e-02,3.45719667e-01,5.05936498e-01,-4.29639232e-02,3.96322833e-01,3.50179006e-01
1,714,0,1,1,-4.91760444e-02,2.94094678e-01,3.68419040e-01,-8.77864894e-02,-3.84248546e-01,-2.12056965e-01
1,717,1,1,1,-2.78771933e-02,3.45719667e-01,4.85168670e-01,-5.80172769e-02,3.84836277e-01,3.44286038e-01
1,722,0,1,1,-8.30187448e-02,2.94094678e-01,3.96247469e-01,-6.75539089e-02,-4.17662331e-01,-2.64863190e-01
1,723,1,1,1,-1.52905508e-02,3.45719667e-01,4.48903777e-01,-7.72535304e-02,3.38934014e-01,3.28476778e-01
1,730,0,1,1,-5.22649626e-02,2.94094678e-01,4.34089390e-01,-6.21594091e-02,-4.08269811e-01,-2.79066506e-01
1,730,1,1,1,-4.11089818e-02,3.45719667e-01,4.55495654e-01,-6.99099494e-02,3.61370840e-01,3.50547841e-01
1,738,1,1,1,-5.52478581e-02,3.45719667e-01,4.38454555e-01,-8.94971585e-02,3.65287515e-01,3.49378059e-01
1,739,0,1,1,-6.31205894e-02,2.94094678e-01,4.20998287e-01,-9.39871515e-02,-4.14737428e-01,-2.77824760e-01
1,745,1,1,1,-6.90609589e-03,3.45719667e-01,5.10287801e-01,-3.25451038e-02,3.81624545e-01,3.50316466e-01
1,747,0,1,1,-4.07326294e-02,2.94094678e-01,4.67396559e-01,-4.41983965e-02,-4.28898472e-01,-2.77834072e-01
1,752,1,1,1,-8.89433242e-02,3.45719667e-01,3.97483859e-01,-7.00281656e-02,3.58163940e-01,3.51509998e-01
1,754,0,1,1,-4.31350632e-02,2.94094678e-01,4.17567266e-01,-7.22796525e-02,-3.98056119e-01,-2.53521517e-01
1,759,1,1,1,-1.92708772e-02,3.45719667e-01,4.37074433e-01,-1.11573801e-01,3.47770120e-01,3.19076157e-01
1,762,0,1,1,-4.36344443e-02,2.94094678e-01,4.61490554e-01,-9.15765794e-02,-4.25350918e-01,-2.89949725e-01
1,766,1,1,1,-1.73490975e-02,3.45719667e-01,5.11831296e-01,-5.13898041e-02,3.97411075e-01,3.52172859e-01
1,769,0,1,1,-4.45015323e-02,2.94094678e-01,3.72559760e-01,-8.79220564e-02,-3.77085062e-01,-2.20996496e-01
1,772,1,1,1,-3.92366359e-02,3.45719667e-01,4.83644152e-01,-5.40517892e-02,3.86747874e-01,3.55662733e-01
1,777,0,1,1,-8.83822282e-02,2.94094678e-01,4.00594892e-01,-6.13288879e-02,-4.19508104e-01,-2.76826081e-01
1,778,1,1,1,-1.81479659e-02,3.45719667e-01,4.46526337e-01,-7.50704941e-02,3.37639054e-01,3.30407603e-01
1,785,0,1,1,-5.54391696e-02,2.94094678e-01,4.38301583e-01,-5.86407290e-02,-4.09440312e-01,-2.88695017e-01
1,785,1,1,1,-4.37228995e-02,3.45719667e-01,4.54867841e-01,-6.84892120e-02,3.61558480e-01,3.52978597e-01
1,793,0,1,1,-9.27417306e-03,2.94094678e-01,4.57297057e-01,-6.30540062e-02,-3.86321477e-01,-2.70418741e-01
1,793,1,1,1,-6.73120218e-02,3.45719667e-01,4.35075791e-01,-7.72110354e-02,3.68479981e-01,3.56071640e-01
1,801,0,1,1,-1.11179558e-02,2.94094678e-01,4.56980163e-01,-6.06356581e-02,-3.87852972e-01,-2.70546818e-01
1,801,1,1,1,-7.06678379e-02,3.45719667e-01,4.35457712e-01,-7.41315547e-02,3.71169064e-01,3.57799204e-01
1,809,0,1,1,-1.22781231e-02,2.94094678e-01,4.56829784e-01,-5.88097031e-02,-3.88898687e-01,-2.70532746e-01
1,809,1,1,1,-7.32216616e-02,3.45719667e-01,4.35988759e-01,-7.17324684e-02,3.73512051e-01,3.59085163e-01
1,817,0,1,1,-1.29898594e-02,2.94094678e-01,4.56761573e-01,-5.74260100e-02,-3.89597175e-01,-2.70430734e-01
1,817,1,1,1,-7.52154501e-02,3.45719667e-01,4.36580144e-01,-6.98457428e-02,3.75578654e-01,3.60051073e-01
1,825,0,1,1,-1.34059328e-02,2.94094678e-01,4.56736613e-01,-5.63639131e-02,-3.90050203e-01,-2.70281328e-01
1,825,1,1,1,-7.68138483e-02,3.45719667e-01,4.37188356e-01,-6.83380352e-02,3.77425600e-01,3.60787348e-01
1,833,0,1,1,-1.36261917e-02,2.94094678e-01,4.56736251e-01,-5.55341127e-02,-3.90329942e-01,-2.70112511e-01
1,833,1,1,1,-7.81287925e-02,3.45719667e-01,4.37791165e-01,-6.71109238e-02,3.79095943e-01,3.61358601e-01
1,841,0,1,1,-1.37168834e-02,2.94094678e-01,4.56751054e-01,-5.48723513e-02,-3.90487189e-01,-2.69942844e-01
1,841,1,1,1,-7.92373484e-02,3.45719667e-01,4.38376744e-01,-6.60933680e-02,3.80621841e-01,3.61810538e-01
1,849,0,1,1,-1.37226425e-02,2.94094678e-01,4.56775968e-01,-5.43326911e-02,-3.90557817e-01,-2.69784284e-01
1,849,1,1,1,-8.01934340e-02,3.45719667e-01,4.38938678e-01,-6.52341952e-02,3.82027442e-01,3.62175553e-01
1,857,0,1,1,-1.36739147e-02,2.94094678e-01,4.56808139e-01,-5.38822149e-02,-3.90567348e-01,-2.69644267e-01
1,857,1,1,1,-8.10353609e-02,3.45719667e-01,4.39473580e-01,-6.44963025e-02,3.83331144e-01,3.62476752e-01
1,865,0,1,1,-1.35916293e-02,2.94094678e-01,4.56845891e-01,-5.34972033e-02,-3.90534072e-01,-2.69527155e-01
1,865,1,1,1,-8.17907143e-02,3.45719667e-01,4.39979865e-01,-6.38525175e-02,3.84547208e-01,3.62730733e-01
1,873,0,1,1,-1.34902075e-02,2.94094678e-01,4.56888213e-01,-5.31604571e-02,-3.90471178e-01,-2.69435224e-01
1,873,1,1,1,-8.24795646e-02,3.45719667e-01,4.40457085e-01,-6.32827181e-02,3.85686890e-01,3.62949492e-01
1,881,0,1,1,-1.33795443e-02,2.94094678e-01,4.56934490e-01,-5.28594330e-02,-3.90388212e-01,-2.69369329e-01
1,881,1,1,1,-8.31166225e-02,3.45719667e-01,4.40905532e-01,-6.27718366e-02,3.86759220e-01,3.63141735e-01
1,889,0,1,1,-1.32663434e-02,2.94094678e-01,4.56984355e-01,-5.25849429e-02,-3.90292085e-01,-2.69329368e-01
1,889,1,1,1,-8.37127157e-02,3.45719667e-01,4.41325993e-01,-6.23084686e-02,3.87771560e-01,3.63313791e-01
1,897,0,1,1,-1.31550351e-02,2.94094678e-01,4.57037602e-01,-5.23302371e-02,-3.90187787e-01,-2.69314592e-01
1,897,1,1,1,-8.42758215e-02,3.45719667e-01,4.41719587e-01,-6.18838967e-02,3.88729991e-01,3.63470255e-01
1,905,0,1,1,-1.30484195e-02,2.94094678e-01,4.57094126e-01,-5.20903529e-02,-3.90078889e-01,-2.69323828e-01
1,905,1,1,1,-8.48118015e-02,3.45719667e-01,4.42087648e-01,-6.14913948e-02,3.89639599e-01,3.63614445e-01
1,913,0,1,1,-1.29481227e-02,2.94094678e-01,4.57153889e-01,-5.18616467e-02,-3.89967912e-01,-2.69355636e-01
1,913,1,1,1,-8.53249341e-02,3.45719667e-01,4.42431650e-01,-6.11257296e-02,3.90504685e-01,3.63748738e-01
1,921,0,1,1,-1.28549268e-02,2.94094678e-01,4.57216897e-01,-5.16414547e-02,-3.89856594e-01,-2.69408415e-01
1,921,1,1,1,-8.58183049e-02,3.45719667e-01,4.42753143e-01,-6.07827974e-02,3.91328921e-01,3.63874806e-01
1,929,0,1,1,-1.27690096e-02,2.94094678e-01,4.57283181e-01,-5.14278437e-02,-3.89746086e-01,-2.69480479e-01
1,929,1,1,1,-8.62940985e-02,3.45719667e-01,4.43053711e-01,-6.04593568e-02,3.92115463e-01,3.63993800e-01
1,937,0,1,1,-1.26901212e-02,2.94094678e-01,4.57352783e-01,-5.12194279e-02,-3.89637101e-01,-2.69570119e-01
