seed,epoch,entry,k_x,k_y
1,51,0,1.32740877e-01,-4.22285088e-01
1,51,1,-3.41941069e-01,3.49697543e-01
1,51,2,-5.49073423e-01,-3.40885733e-01
1,51,3,1.35369435e-01,-4.69506408e-01
1,52,0,1.34375011e-01,-4.23388562e-01
1,52,1,-3.39369460e-01,3.52785821e-01
1,52,2,-5.52272901e-01,-3.43431253e-01
1,52,3,1.35955832e-01,-4.70132241e-01
1,53,0,1.36075914e-01,-4.24550111e-01
1,53,1,-3.36692106e-01,3.55989810e-01
1,53,2,-5.55572819e-01,-3.46050783e-01
1,53,3,1.36556592e-01,-4.70814625e-01
1,54,0,1.37845622e-01,-4.25774225e-01
1,54,1,-3.33903094e-01,3.59314024e-01
1,54,2,-5.58976096e-01,-3.48745924e-01
1,54,3,1.37172288e-01,-4.71557671e-01
1,55,0,1.39686071e-01,-4.27065861e-01
1,55,1,-3.30996020e-01,3.62763181e-01
1,55,2,-5.62485571e-01,-3.51518218e-01
1,55,3,1.37803407e-01,-4.72365889e-01
1,56,0,1.41599063e-01,-4.28430492e-01
1,56,1,-3.27963944e-01,3.66342211e-01
1,56,2,-5.66103955e-01,-3.54369133e-01
1,56,3,1.38450331e-01,-4.73244234e-01
1,57,0,1.43586207e-01,-4.29874171e-01
1,57,1,-3.24799344e-01,3.70056250e-01
1,57,2,-5.69833793e-01,-3.57300036e-01
1,57,3,1.39113301e-01,-4.74198150e-01
1,58,0,1.45648868e-01,-4.31403604e-01
1,58,1,-3.21494070e-01,3.73910645e-01
1,58,2,-5.73677397e-01,-3.60312171e-01
1,58,3,1.39792387e-01,-4.75233625e-01
1,59,0,1.47788091e-01,-4.33026220e-01
1,59,1,-3.18039287e-01,3.77910945e-01
1,59,2,-5.77636790e-01,-3.63406625e-01
1,59,3,1.40487447e-01,-4.76357248e-01
1,60,0,1.50004527e-01,-4.34750256e-01
1,60,1,-3.14425432e-01,3.82062893e-01
1,60,2,-5.81713623e-01,-3.66584299e-01
1,60,3,1.41198081e-01,-4.77576268e-01
1,61,0,1.52298333e-01,-4.36584844e-01
1,61,1,-3.10642175e-01,3.86372400e-01
1,61,2,-5.85909090e-01,-3.69845867e-01
1,61,3,1.41923584e-01,-4.78898659e-01
1,62,0,1.54669075e-01,-4.38540105e-01
1,62,1,-3.06678382e-01,3.90845520e-01
1,62,2,-5.90223823e-01,-3.73191739e-01
1,62,3,1.42662884e-01,-4.80333174e-01
1,63,0,1.57115605e-01,-4.40627233e-01
1,63,1,-3.02522110e-01,3.95488398e-01
1,63,2,-5.94657777e-01,-3.76622018e-01
1,63,3,1.43414492e-01,-4.81889410e-01
1,64,0,1.59635938e-01,-4.42858585e-01
1,64,1,-2.98160626e-01,4.00307202e-01
1,64,2,-5.99210094e-01,-3.80136457e-01
1,64,3,1.44176432e-01,-4.83577849e-01
1,65,0,1.62227120e-01,-4.45247744e-01
1,65,1,-2.93580475e-01,4.05308023e-01
1,65,2,-6.03878957e-01,-3.83734408e-01
1,65,3,1.44946193e-01,-4.85409885e-01
1,66,0,1.64885090e-01,-4.47809564e-01
1,66,1,-2.88767622e-01,4.10496733e-01
1,66,2,-6.08661420e-01,-3.87414788e-01
1,66,3,1.45720675e-01,-4.87397823e-01
1,67,0,1.67604561e-01,-4.50560152e-01
1,67,1,-2.83707696e-01,4.15878793e-01
1,67,2,-6.13553216e-01,-3.91176028e-01
1,67,3,1.46496159e-01,-4.89554817e-01
1,68,0,1.70378920e-01,-4.53516780e-01
1,68,1,-2.78386381e-01,4.21458982e-01
1,68,2,-6.18548561e-01,-3.95016042e-01
1,68,3,1.47268313e-01,-4.91894748e-01
1,69,0,1.73200170e-01,-4.56697680e-01
1,69,1,-2.72790014e-01,4.27241040e-01
1,69,2,-6.23639923e-01,-3.98932197e-01
1,69,3,1.48032236e-01,-4.94431983e-01
1,70,0,1.76058961e-01,-4.60121660e-01
1,70,1,-2.66906451e-01,4.33227189e-01
1,70,2,-6.28817797e-01,-4.02921294e-01
1,70,3,1.48782590e-01,-4.97180993e-01
1,71,0,1.78944720e-01,-4.63807497e-01
1,71,1,-2.60726300e-01,4.39417515e-01
1,71,2,-6.34070457e-01,-4.06979560e-01
1,71,3,1.49513821e-01,-5.00155772e-01
1,72,0,1.81845956e-01,-4.67773012e-01
1,72,1,-2.54244586e-01,4.45809188e-01
1,72,2,-6.39383735e-01,-4.11102649e-01
1,72,3,1.50220531e-01,-5.03368989e-01
1,73,0,1.84750778e-01,-4.72033759e-01
1,73,1,-2.47462940e-01,4.52395524e-01
1,73,2,-6.44740811e-01,-4.15285651e-01
1,73,3,1.50898013e-01,-5.06830848e-01
1,74,0,1.87647667e-01,-4.76601263e-01
1,74,1,-2.40392324e-01,4.59164907e-01
1,74,2,-6.50122079e-01,-4.19523105e-01
1,74,3,1.51542987e-01,-5.10547584e-01
1,75,0,1.90526550e-01,-4.81480799e-01
1,75,1,-2.33056213e-01,4.66099656e-01
1,75,2,-6.55505117e-01,-4.23808996e-01
1,75,3,1.52154537e-01,-5.14519637e-01
1,76,0,1.93380119e-01,-4.86668798e-01
1,76,1,-2.25493964e-01,4.73174994e-01
1,76,2,-6.60864830e-01,-4.28136733e-01
1,76,3,1.52735182e-01,-5.18739575e-01
1,77,0,1.96205286e-01,-4.92150122e-01
1,77,1,-2.17763839e-01,4.80358336e-01
1,77,2,-6.66173851e-01,-4.32499081e-01
1,77,3,1.53291966e-01,-5.23190013e-01
1,78,0,1.99004513e-01,-4.97895671e-01
1,78,1,-2.09944823e-01,4.87609228e-01
1,78,2,-6.71403256e-01,-4.36888036e-01
1,78,3,1.53837301e-01,-5.27841903e-01
1,79,0,2.01786636e-01,-5.03860980e-01
1,79,1,-2.02136136e-01,4.94880208e-01
1,79,2,-6.76523659e-01,-4.41294637e-01
1,79,3,1.54389243e-01,-5.32653748e-01
1,80,0,2.04566698e-01,-5.09986544e-01
1,80,1,-1.94453353e-01,5.02118805e-01
1,80,2,-6.81506643e-01,-4.45708734e-01
1,80,3,1.54970811e-01,-5.37572302e-01
1,81,0,2.07364462e-01,-5.16200469e-01
1,81,1,-1.87020578e-01,5.09270591e-01
1,81,2,-6.86326410e-01,-4.50118766e-01
1,81,3,1.55608108e-01,-5.42535187e-01
1,82,0,2.10201542e-01,-5.22423505e-01
1,82,1,-1.79959231e-01,5.16282896e-01
1,82,2,-6.90961381e-01,-4.54511640e-01
1,82,3,1.56327328e-01,-5.47475386e-01
1,83,0,2.13097679e-01,-5.28575802e-01
1,83,1,-1.73375441e-01,5.23108504e-01
1,83,2,-6.95395452e-01,-4.58872820e-01
1,83,3,1.57151174e-01,-5.52326974e-01
1,84,0,2.16067089e-01,-5.34584004e-01
1,84,1,-1.67349032e-01,5.29708575e-01
1,84,2,-6.99618618e-01,-4.63186708e-01
1,84,3,1.58095591e-01,-5.57030913e-01
1,85,0,2.19115958e-01,-5.40387081e-01
1,85,1,-1.61926931e-01,5.36054251e-01
1,85,2,-7.03626858e-01,-4.67437322e-01
1,85,3,1.59167742e-01,-5.61539597e-01
1,86,0,2.22241708e-01,-5.45939727e-01
1,86,1,-1.57122389e-01,5.42126827e-01
1,86,2,-7.07421363e-01,-4.71609169e-01
1,86,3,1.60365710e-01,-5.65819271e-01
1,87,0,2.25434024e-01,-5.51213021e-01
1,87,1,-1.52919398e-01,5.47916762e-01
1,87,2,-7.11007372e-01,-4.75688136e-01
1,87,3,1.61679790e-01,-5.69850163e-01
1,88,0,2.28677019e-01,-5.56192874e-01
1,88,1,-1.49280254e-01,5.53422023e-01
1,88,2,-7.14392920e-01,-4.79662227e-01
1,88,3,1.63094779e-01,-5.73624834e-01
1,89,0,2.31951772e-01,-5.60877188e-01
1,89,1,-1.46153892e-01,5.58646248e-01
1,89,2,-7.17587710e-01,-4.83522034e-01
1,89,3,1.64592486e-01,-5.77145576e-01
1,90,0,2.35238610e-01,-5.65272650e-01
1,90,1,-1.43483235e-01,5.63597056e-01
1,90,2,-7.20602258e-01,-4.87260895e-01
1,90,3,1.66153926e-01,-5.80421592e-01
1,91,0,2.38518800e-01,-5.69391781e-01
1,91,1,-1.41210707e-01,5.68284674e-01
1,91,2,-7.23447288e-01,-4.90874788e-01
1,91,3,1.67760914e-01,-5.83466473e-01
1,92,0,2.41775608e-01,-5.73250527e-01
1,92,1,-1.39281799e-01,5.72720894e-01
1,92,2,-7.26133364e-01,-4.94362046e-01
1,92,3,1.69397044e-01,-5.86296188e-01
1,93,0,2.44994813e-01,-5.76866485e-01
1,93,1,-1.37647036e-01,5.76918327e-01
1,93,2,-7.28670674e-01,-4.97722975e-01
1,93,3,1.71048144e-01,-5.88927620e-01
1,94,0,2.48164830e-01,-5.80257667e-01
1,94,1,-1.36262767e-01,5.80889885e-01
1,94,2,-7.31068925e-01,-5.00959439e-01
1,94,3,1.72702386e-01,-5.91377575e-01
1,95,0,2.51276586e-01,-5.83441709e-01
1,95,1,-1.35091218e-01,5.84648432e-01
1,95,2,-7.33337295e-01,-5.04074473e-01
1,95,3,1.74350165e-01,-5.93662174e-01
1,96,0,2.54323273e-01,-5.86435395e-01
1,96,1,-1.34100123e-01,5.88206557e-01
1,96,2,-7.35484423e-01,-5.07071943e-01
1,96,3,1.75983865e-01,-5.95796498e-01
1,97,0,2.57300028e-01,-5.89254407e-01
1,97,1,-1.33262151e-01,5.91576420e-01
1,97,2,-7.37518415e-01,-5.09956260e-01
1,97,3,1.77597587e-01,-5.97794424e-01
1,98,0,2.60203625e-01,-5.91913214e-01
1,98,1,-1.32554266e-01,5.94769663e-01
1,98,2,-7.39446859e-01,-5.12732160e-01
1,98,3,1.79186869e-01,-5.99668585e-01
1,99,0,2.63032173e-01,-5.94425059e-01
1,99,1,-1.31957108e-01,5.97797354e-01
1,99,2,-7.41276844e-01,-5.15404531e-01
1,99,3,1.80748427e-01,-6.01430388e-01
1,100,0,2.65784857e-01,-5.96801998e-01
1,100,1,-1.31454415e-01,6.00669959e-01
1,100,2,-7.43014982e-01,-5.17978284e-01
1,100,3,1.82279933e-01,-6.03090087e-01
1,101,0,2.68461709e-01,-5.99054969e-01
1,101,1,-1.31032528e-01,6.03397338e-01
1,101,2,-7.44667430e-01,-5.20458264e-01
1,101,3,1.83779824e-01,-6.04656872e-01
1,102,0,2.71063415e-01,-6.01193879e-01
1,102,1,-1.30679953e-01,6.05988745e-01
1,102,2,-7.46239916e-01,-5.22849185e-01
1,102,3,1.85247139e-01,-6.06138963e-01
1,103,0,2.73591164e-01,-6.03227690e-01
1,103,1,-1.30387005e-01,6.08452845e-01
1,103,2,-7.47737761e-01,-5.25155588e-01
1,103,3,1.86681391e-01,-6.07543710e-01
1,104,0,2.76046514e-01,-6.05164508e-01
1,104,1,-1.30145496e-01,6.10797735e-01
1,104,2,-7.49165901e-01,-5.27381819e-01
1,104,3,1.88082459e-01,-6.08877684e-01
1,105,0,2.78431292e-01,-6.07011670e-01
1,105,1,-1.29948489e-01,6.13030970e-01
1,105,2,-7.50528916e-01,-5.29532011e-01
1,105,3,1.89450506e-01,-6.10146765e-01
1,106,0,2.80747513e-01,-6.08775819e-01
1,106,1,-1.29790086e-01,6.15159586e-01
1,106,2,-7.51831046e-01,-5.31610077e-01
1,106,3,1.90785910e-01,-6.11356217e-01
1,107,0,2.82997313e-01,-6.10462979e-01
1,107,1,-1.29665259e-01,6.17190134e-01
1,107,2,-7.53076221e-01,-5.33619717e-01
1,107,3,1.92089208e-01,-6.12510765e-01
1,108,0,2.85182896e-01,-6.12078615e-01
1,108,1,-1.29569704e-01,6.19128708e-01
1,108,2,-7.54268078e-01,-5.35564416e-01
1,108,3,1.93361057e-01,-6.13614648e-01
1,109,0,2.87306500e-01,-6.13627694e-01
1,109,1,-1.29499730e-01,6.20980974e-01
1,109,2,-7.55409984e-01,-5.37447455e-01
1,109,3,1.94602195e-01,-6.14671685e-01
1,110,0,2.89370363e-01,-6.15114740e-01
1,110,1,-1.29452157e-01,6.22752196e-01
1,110,2,-7.56505057e-01,-5.39271918e-01
1,110,3,1.95813422e-01,-6.15685317e-01
1,111,0,2.91376698e-01,-6.16543873e-01
1,111,1,-1.29424238e-01,6.24447269e-01
1,111,2,-7.57556181e-01,-5.41040703e-01
1,111,3,1.96995572e-01,-6.16658650e-01
1,112,0,2.93327682e-01,-6.17918857e-01
1,112,1,-1.29413594e-01,6.26070742e-01
1,112,2,-7.58566029e-01,-5.42756531e-01
1,112,3,1.98149501e-01,-6.17594497e-01
1,113,0,2.95225436e-01,-6.19243134e-01
1,113,1,-1.29418157e-01,6.27626844e-01
1,113,2,-7.59537076e-01,-5.44421957e-01
1,113,3,1.99276075e-01,-6.18495408e-01
1,114,0,2.97072022e-01,-6.20519854e-01
1,114,1,-1.29436124e-01,6.29119506e-01
1,114,2,-7.60471615e-01,-5.46039382e-01
1,114,3,2.00376155e-01,-6.19363699e-01
1,115,0,2.98869434e-01,-6.21751910e-01
1,115,1,-1.29465919e-01,6.30552386e-01
1,115,2,-7.61371774e-01,-5.47611061e-01
1,115,3,2.01450599e-01,-6.20201480e-01
1,116,0,3.00619593e-01,-6.22941958e-01
1,116,1,-1.29506163e-01,6.31928888e-01
1,116,2,-7.62239525e-01,-5.49139111e-01
1,116,3,2.02500246e-01,-6.21010673e-01
1,117,0,3.02324348e-01,-6.24092443e-01
1,117,1,-1.29555642e-01,6.33252179e-01
1,117,2,-7.63076701e-01,-5.50625526e-01
1,117,3,2.03525921e-01,-6.21793037e-01
1,118,0,3.03985474e-01,-6.25205619e-01
1,118,1,-1.29613287e-01,6.34525212e-01
1,118,2,-7.63885002e-01,-5.52072177e-01
1,118,3,2.04528425e-01,-6.22550182e-01
1,119,0,3.05604672e-01,-6.26283565e-01
1,119,1,-1.29678156e-01,6.35750738e-01
1,119,2,-7.64666010e-01,-5.53480828e-01
1,119,3,2.05508539e-01,-6.23283583e-01
1,120,0,3.07183568e-01,-6.27328204e-01
1,120,1,-1.29749413e-01,6.36931323e-01
1,120,2,-7.65421197e-01,-5.54853138e-01
1,120,3,2.06467018e-01,-6.23994597e-01
1,121,0,3.08723719e-01,-6.28341316e-01
1,121,1,-1.29826320e-01,6.38069361e-01
1,121,2,-7.66151933e-01,-5.56190672e-01
1,121,3,2.07404592e-01,-6.24684473e-01
1,122,0,3.10226611e-01,-6.29324552e-01
1,122,1,-1.29908217e-01,6.39167090e-01
1,122,2,-7.66859495e-01,-5.57494905e-01
1,122,3,2.08321966e-01,-6.25354363e-01
1,123,0,3.11693664e-01,-6.30279445e-01
1,123,1,-1.29994521e-01,6.40226599e-01
1,123,2,-7.67545075e-01,-5.58767227e-01
1,123,3,2.09219819e-01,-6.26005331e-01
1,124,0,3.13126232e-01,-6.31207418e-01
1,124,1,-1.30084710e-01,6.41249843e-01
1,124,2,-7.68209782e-01,-5.60008952e-01
1,124,3,2.10098806e-01,-6.26638361e-01
1,125,0,3.14525608e-01,-6.32109798e-01
1,125,1,-1.30178318e-01,6.42238652e-01
1,125,2,-7.68854656e-01,-5.61221322e-01
1,125,3,2.10959554e-01,-6.27254365e-01
1,126,0,3.15893025e-01,-6.32987821e-01
1,126,1,-1.30274929e-01,6.43194739e-01
1,126,2,-7.69480669e-01,-5.62405508e-01
1,126,3,2.11802669e-01,-6.27854191e-01
1,127,0,3.17229658e-01,-6.33842641e-01
1,127,1,-1.30374168e-01,6.44119711e-01
1,127,2,-7.70088728e-01,-5.63562621e-01
1,127,3,2.12628732e-01,-6.28438626e-01
1,128,0,3.18536630e-01,-6.34675336e-01
1,128,1,-1.30475702e-01,6.45015073e-01
1,128,2,-7.70679684e-01,-5.64693713e-01
1,128,3,2.13438301e-01,-6.29008402e-01
1,129,0,3.19815010e-01,-6.35486914e-01
1,129,1,-1.30579229e-01,6.45882239e-01
1,129,2,-7.71254336e-01,-5.65799777e-01
1,129,3,2.14231910e-01,-6.29564202e-01
1,130,0,3.21065821e-01,-6.36278320e-01
1,130,1,-1.30684480e-01,6.46722538e-01
1,130,2,-7.71813433e-01,-5.66881759e-01
1,130,3,2.15010074e-01,-6.30106665e-01
1,131,0,3.22290035e-01,-6.37050441e-01
1,131,1,-1.30791210e-01,6.47537219e-01
1,131,2,-7.72357676e-01,-5.67940552e-01
1,131,3,2.15773287e-01,-6.30636386e-01
1,132,0,3.23488582e-01,-6.37804107e-01
1,132,1,-1.30899201e-01,6.48327455e-01
1,132,2,-7.72887728e-01,-5.68977008e-01
1,132,3,2.16522022e-01,-6.31153924e-01
1,133,0,3.24662351e-01,-6.38540101e-01
1,133,1,-1.31008256e-01,6.49094353e-01
1,133,2,-7.73404209e-01,-5.69991933e-01
1,133,3,2.17256732e-01,-6.31659801e-01
1,134,0,3.25812188e-01,-6.39259158e-01
1,134,1,-1.31118195e-01,6.49838954e-01
1,134,2,-7.73907704e-01,-5.70986094e-01
1,134,3,2.17977855e-01,-6.32154509e-01
1,135,0,3.26938903e-01,-6.39961969e-01
1,135,1,-1.31228858e-01,6.50562240e-01
1,135,2,-7.74398765e-01,-5.71960222e-01
1,135,3,2.18685809e-01,-6.32638508e-01
1,136,0,3.28043270e-01,-6.40649189e-01
1,136,1,-1.31340100e-01,6.51265138e-01
1,136,2,-7.74877911e-01,-5.72915011e-01
1,136,3,2.19380996e-01,-6.33112232e-01
1,137,0,3.29126028e-01,-6.41321433e-01
1,137,1,-1.31451788e-01,6.51948522e-01
1,137,2,-7.75345634e-01,-5.73851122e-01
1,137,3,2.20063801e-01,-6.33576090e-01
1,138,0,3.30187883e-01,-6.41979282e-01
