seed,epoch,entry,k_x,k_y
5,442,0,2.17410961e-01,-1.31378170e-01
5,442,1,7.77132517e-01,1.16139624e-01
5,442,2,3.82681183e-01,-6.76211698e-02
5,442,3,-9.32149308e-01,-1.50336732e-01
5,443,0,2.17401160e-01,-1.31343883e-01
5,443,1,7.77234131e-01,1.16074611e-01
5,443,2,3.82717037e-01,-6.76071733e-02
5,443,3,-9.32162398e-01,-1.50345758e-01
5,444,0,2.17391393e-01,-1.31309695e-01
5,444,1,7.77335390e-01,1.16009820e-01
5,444,2,3.82752765e-01,-6.75932044e-02
5,444,3,-9.32175430e-01,-1.50354780e-01
5,445,0,2.17381660e-01,-1.31275605e-01
5,445,1,7.77436298e-01,1.15945248e-01
5,445,2,3.82788369e-01,-6.75792630e-02
5,445,3,-9.32188403e-01,-1.50363797e-01
5,446,0,2.17371962e-01,-1.31241613e-01
5,446,1,7.77536855e-01,1.15880896e-01
5,446,2,3.82823849e-01,-6.75653492e-02
5,446,3,-9.32201319e-01,-1.50372809e-01
5,447,0,2.17362298e-01,-1.31207717e-01
5,447,1,7.77637065e-01,1.15816760e-01
5,447,2,3.82859207e-01,-6.75514627e-02
5,447,3,-9.32214177e-01,-1.50381816e-01
5,448,0,2.17352667e-01,-1.31173919e-01
5,448,1,7.77736930e-01,1.15752840e-01
5,448,2,3.82894442e-01,-6.75376036e-02
5,448,3,-9.32226979e-01,-1.50390818e-01
5,449,0,2.17343070e-01,-1.31140216e-01
5,449,1,7.77836451e-01,1.15689135e-01
5,449,2,3.82929556e-01,-6.75237718e-02
5,449,3,-9.32239724e-01,-1.50399814e-01
5,450,0,2.17333506e-01,-1.31106609e-01
5,450,1,7.77935631e-01,1.15625643e-01
5,450,2,3.82964550e-01,-6.75099672e-02
5,450,3,-9.32252414e-01,-1.50408804e-01
5,451,0,2.17323975e-01,-1.31073097e-01
5,451,1,7.78034472e-01,1.15562363e-01
5,451,2,3.82999423e-01,-6.74961897e-02
5,451,3,-9.32265047e-01,-1.50417789e-01
5,452,0,2.17314477e-01,-1.31039679e-01
5,452,1,7.78132977e-01,1.15499294e-01
5,452,2,3.83034178e-01,-6.74824393e-02
5,452,3,-9.32277626e-01,-1.50426767e-01
5,453,0,2.17305011e-01,-1.31006356e-01
5,453,1,7.78231147e-01,1.15436433e-01
5,453,2,3.83068814e-01,-6.74687158e-02
5,453,3,-9.32290150e-01,-1.50435740e-01
5,454,0,2.17295578e-01,-1.30973126e-01
5,454,1,7.78328984e-01,1.15373781e-01
5,454,2,3.83103333e-01,-6.74550193e-02
5,454,3,-9.32302620e-01,-1.50444707e-01
5,455,0,2.17286176e-01,-1.30939989e-01
5,455,1,7.78426490e-01,1.15311335e-01
5,455,2,3.83137735e-01,-6.74413497e-02
5,455,3,-9.32315036e-01,-1.50453667e-01
5,456,0,2.17276807e-01,-1.30906945e-01
5,456,1,7.78523669e-01,1.15249094e-01
5,456,2,3.83172020e-01,-6.74277068e-02
5,456,3,-9.32327399e-01,-1.50462621e-01
5,457,0,2.17267469e-01,-1.30873993e-01
5,457,1,7.78620521e-01,1.15187058e-01
5,457,2,3.83206190e-01,-6.74140907e-02
5,457,3,-9.32339709e-01,-1.50471568e-01
5,458,0,2.17258163e-01,-1.30841133e-01
5,458,1,7.78717048e-01,1.15125224e-01
5,458,2,3.83240245e-01,-6.74005012e-02
5,458,3,-9.32351966e-01,-1.50480509e-01
5,459,0,2.17248888e-01,-1.30808363e-01
5,459,1,7.78813253e-01,1.15063592e-01
5,459,2,3.83274187e-01,-6.73869383e-02
5,459,3,-9.32364171e-01,-1.50489443e-01
5,460,0,2.17239644e-01,-1.30775685e-01
5,460,1,7.78909137e-01,1.15002160e-01
5,460,2,3.83308014e-01,-6.73734020e-02
5,460,3,-9.32376324e-01,-1.50498371e-01
5,461,0,2.17230431e-01,-1.30743096e-01
5,461,1,7.79004703e-01,1.14940927e-01
5,461,2,3.83341729e-01,-6.73598920e-02
5,461,3,-9.32388426e-01,-1.50507291e-01
5,462,0,2.17221249e-01,-1.30710598e-01
5,462,1,7.79099953e-01,1.14879892e-01
5,462,2,3.83375332e-01,-6.73464084e-02
5,462,3,-9.32400476e-01,-1.50516204e-01
5,463,0,2.17212097e-01,-1.30678189e-01
5,463,1,7.79194888e-01,1.14819054e-01
5,463,2,3.83408824e-01,-6.73329512e-02
5,463,3,-9.32412476e-01,-1.50525110e-01
5,464,0,2.17202975e-01,-1.30645868e-01
5,464,1,7.79289510e-01,1.14758411e-01
5,464,2,3.83442205e-01,-6.73195201e-02
5,464,3,-9.32424426e-01,-1.50534009e-01
5,465,0,2.17193883e-01,-1.30613636e-01
5,465,1,7.79383822e-01,1.14697963e-01
5,465,2,3.83475475e-01,-6.73061152e-02
5,465,3,-9.32436326e-01,-1.50542901e-01
5,466,0,2.17184821e-01,-1.30581492e-01
5,466,1,7.79477824e-01,1.14637708e-01
5,466,2,3.83508637e-01,-6.72927364e-02
5,466,3,-9.32448176e-01,-1.50551785e-01
5,467,0,2.17175789e-01,-1.30549435e-01
5,467,1,7.79571520e-01,1.14577645e-01
5,467,2,3.83541689e-01,-6.72793836e-02
5,467,3,-9.32459977e-01,-1.50560661e-01
5,468,0,2.17166787e-01,-1.30517466e-01
5,468,1,7.79664910e-01,1.14517772e-01
5,468,2,3.83574634e-01,-6.72660567e-02
5,468,3,-9.32471730e-01,-1.50569530e-01
5,469,0,2.17157813e-01,-1.30485583e-01
5,469,1,7.79757997e-01,1.14458090e-01
5,469,2,3.83607471e-01,-6.72527558e-02
5,469,3,-9.32483433e-01,-1.50578391e-01
5,470,0,2.17148869e-01,-1.30453786e-01
5,470,1,7.79850782e-01,1.14398595e-01
5,470,2,3.83640201e-01,-6.72394806e-02
5,470,3,-9.32495089e-01,-1.50587244e-01
5,471,0,2.17139953e-01,-1.30422075e-01
5,471,1,7.79943267e-01,1.14339289e-01
5,471,2,3.83672825e-01,-6.72262312e-02
5,471,3,-9.32506697e-01,-1.50596089e-01
5,472,0,2.17131066e-01,-1.30390450e-01
5,472,1,7.80035455e-01,1.14280168e-01
5,472,2,3.83705343e-01,-6.72130074e-02
5,472,3,-9.32518258e-01,-1.50604927e-01
5,473,0,2.17122208e-01,-1.30358909e-01
5,473,1,7.80127346e-01,1.14221233e-01
5,473,2,3.83737756e-01,-6.71998092e-02
5,473,3,-9.32529771e-01,-1.50613756e-01
5,474,0,2.17113378e-01,-1.30327452e-01
5,474,1,7.80218943e-01,1.14162482e-01
5,474,2,3.83770065e-01,-6.71866365e-02
5,474,3,-9.32541238e-01,-1.50622577e-01
5,475,0,2.17104577e-01,-1.30296080e-01
5,475,1,7.80310247e-01,1.14103915e-01
5,475,2,3.83802270e-01,-6.71734893e-02
5,475,3,-9.32552659e-01,-1.50631390e-01
5,476,0,2.17095803e-01,-1.30264791e-01
5,476,1,7.80401260e-01,1.14045529e-01
5,476,2,3.83834372e-01,-6.71603674e-02
5,476,3,-9.32564033e-01,-1.50640194e-01
5,477,0,2.17087057e-01,-1.30233586e-01
5,477,1,7.80491984e-01,1.13987324e-01
5,477,2,3.83866371e-01,-6.71472709e-02
5,477,3,-9.32575362e-01,-1.50648990e-01
5,478,0,2.17078339e-01,-1.30202463e-01
5,478,1,7.80582420e-01,1.13929299e-01
5,478,2,3.83898268e-01,-6.71341996e-02
5,478,3,-9.32586645e-01,-1.50657778e-01
5,479,0,2.17069648e-01,-1.30171423e-01
5,479,1,7.80672570e-01,1.13871453e-01
5,479,2,3.83930064e-01,-6.71211534e-02
5,479,3,-9.32597883e-01,-1.50666557e-01
5,480,0,2.17060984e-01,-1.30140465e-01
5,480,1,7.80762436e-01,1.13813784e-01
5,480,2,3.83961759e-01,-6.71081324e-02
5,480,3,-9.32609077e-01,-1.50675327e-01
5,481,0,2.17052348e-01,-1.30109588e-01
5,481,1,7.80852019e-01,1.13756293e-01
5,481,2,3.83993354e-01,-6.70951363e-02
5,481,3,-9.32620226e-01,-1.50684089e-01
5,482,0,2.17043738e-01,-1.30078792e-01
5,482,1,7.80941321e-01,1.13698977e-01
5,482,2,3.84024849e-01,-6.70821652e-02
5,482,3,-9.32631331e-01,-1.50692842e-01
5,483,0,2.17035156e-01,-1.30048077e-01
5,483,1,7.81030344e-01,1.13641836e-01
5,483,2,3.84056245e-01,-6.70692190e-02
5,483,3,-9.32642392e-01,-1.50701586e-01
5,484,0,2.17026600e-01,-1.30017443e-01
5,484,1,7.81119089e-01,1.13584868e-01
5,484,2,3.84087543e-01,-6.70562976e-02
5,484,3,-9.32653409e-01,-1.50710321e-01
5,485,0,2.17018070e-01,-1.29986888e-01
5,485,1,7.81207558e-01,1.13528074e-01
5,485,2,3.84118742e-01,-6.70434009e-02
5,485,3,-9.32664384e-01,-1.50719047e-01
5,486,0,2.17009567e-01,-1.29956413e-01
5,486,1,7.81295753e-01,1.13471451e-01
5,486,2,3.84149844e-01,-6.70305289e-02
5,486,3,-9.32675315e-01,-1.50727764e-01
5,487,0,2.17001090e-01,-1.29926018e-01
5,487,1,7.81383674e-01,1.13414999e-01
5,487,2,3.84180849e-01,-6.70176815e-02
5,487,3,-9.32686204e-01,-1.50736473e-01
5,488,0,2.16992639e-01,-1.29895701e-01
5,488,1,7.81471324e-01,1.13358717e-01
5,488,2,3.84211758e-01,-6.70048586e-02
5,488,3,-9.32697051e-01,-1.50745172e-01
5,489,0,2.16984214e-01,-1.29865462e-01
5,489,1,7.81558704e-01,1.13302603e-01
5,489,2,3.84242571e-01,-6.69920602e-02
5,489,3,-9.32707855e-01,-1.50753861e-01
5,490,0,2.16975814e-01,-1.29835302e-01
5,490,1,7.81645815e-01,1.13246658e-01
5,490,2,3.84273289e-01,-6.69792861e-02
5,490,3,-9.32718618e-01,-1.50762542e-01
5,491,0,2.16967440e-01,-1.29805219e-01
5,491,1,7.81732660e-01,1.13190880e-01
5,491,2,3.84303912e-01,-6.69665364e-02
5,491,3,-9.32729339e-01,-1.50771213e-01
5,492,0,2.16959091e-01,-1.29775214e-01
5,492,1,7.81819239e-01,1.13135267e-01
5,492,2,3.84334440e-01,-6.69538109e-02
5,492,3,-9.32740019e-01,-1.50779875e-01
5,493,0,2.16950768e-01,-1.29745286e-01
5,493,1,7.81905554e-01,1.13079820e-01
5,493,2,3.84364875e-01,-6.69411096e-02
5,493,3,-9.32750659e-01,-1.50788527e-01
5,494,0,2.16942470e-01,-1.29715434e-01
5,494,1,7.81991607e-01,1.13024537e-01
5,494,2,3.84395217e-01,-6.69284324e-02
5,494,3,-9.32761257e-01,-1.50797170e-01
5,495,0,2.16934196e-01,-1.29685658e-01
5,495,1,7.82077399e-01,1.12969417e-01
5,495,2,3.84425466e-01,-6.69157792e-02
5,495,3,-9.32771816e-01,-1.50805804e-01
5,496,0,2.16925947e-01,-1.29655958e-01
5,496,1,7.82162932e-01,1.12914459e-01
5,496,2,3.84455623e-01,-6.69031499e-02
5,496,3,-9.32782334e-01,-1.50814428e-01
5,497,0,2.16917723e-01,-1.29626334e-01
5,497,1,7.82248206e-01,1.12859663e-01
5,497,2,3.84485688e-01,-6.68905446e-02
5,497,3,-9.32792813e-01,-1.50823042e-01
5,498,0,2.16909524e-01,-1.29596785e-01
5,498,1,7.82333224e-01,1.12805028e-01
5,498,2,3.84515663e-01,-6.68779631e-02
5,498,3,-9.32803252e-01,-1.50831647e-01
5,499,0,2.16901348e-01,-1.29567310e-01
5,499,1,7.82417987e-01,1.12750552e-01
5,499,2,3.84545546e-01,-6.68654053e-02
5,499,3,-9.32813652e-01,-1.50840241e-01
5,500,0,2.16893197e-01,-1.29537910e-01
5,500,1,7.82502496e-01,1.12696235e-01
5,500,2,3.84575339e-01,-6.68528712e-02
5,500,3,-9.32824013e-01,-1.50848827e-01
5,501,0,2.16885070e-01,-1.29508584e-01
5,501,1,7.82586752e-01,1.12642076e-01
5,501,2,3.84605043e-01,-6.68403607e-02
5,501,3,-9.32834335e-01,-1.50857402e-01
5,502,0,2.16876967e-01,-1.29479332e-01
5,502,1,7.82670758e-01,1.12588074e-01
5,502,2,3.84634658e-01,-6.68278738e-02
5,502,3,-9.32844618e-01,-1.50865968e-01
5,503,0,2.16868888e-01,-1.29450153e-01
5,503,1,7.82754514e-01,1.12534229e-01
5,503,2,3.84664183e-01,-6.68154103e-02
5,503,3,-9.32854864e-01,-1.50874523e-01
5,504,0,2.16860832e-01,-1.29421047e-01
5,504,1,7.82838022e-01,1.12480538e-01
5,504,2,3.84693621e-01,-6.68029703e-02
5,504,3,-9.32865071e-01,-1.50883069e-01
5,505,0,2.16852800e-01,-1.29392014e-01
5,505,1,7.82921282e-01,1.12427003e-01
5,505,2,3.84722971e-01,-6.67905535e-02
5,505,3,-9.32875241e-01,-1.50891605e-01
5,506,0,2.16844791e-01,-1.29363053e-01
5,506,1,7.83004298e-01,1.12373621e-01
5,506,2,3.84752234e-01,-6.67781601e-02
5,506,3,-9.32885374e-01,-1.50900131e-01
5,507,0,2.16836805e-01,-1.29334164e-01
5,507,1,7.83087069e-01,1.12320391e-01
5,507,2,3.84781409e-01,-6.67657898e-02
5,507,3,-9.32895469e-01,-1.50908646e-01
5,508,0,2.16828843e-01,-1.29305347e-01
5,508,1,7.83169597e-01,1.12267314e-01
5,508,2,3.84810499e-01,-6.67534427e-02
5,508,3,-9.32905527e-01,-1.50917152e-01
5,509,0,2.16820903e-01,-1.29276601e-01
5,509,1,7.83251884e-01,1.12214388e-01
5,509,2,3.84839502e-01,-6.67411186e-02
5,509,3,-9.32915548e-01,-1.50925648e-01
5,510,0,2.16812987e-01,-1.29247926e-01
5,510,1,7.83333930e-01,1.12161613e-01
5,510,2,3.84868421e-01,-6.67288176e-02
5,510,3,-9.32925533e-01,-1.50934133e-01
5,511,0,2.16805093e-01,-1.29219322e-01
5,511,1,7.83415737e-01,1.12108987e-01
5,511,2,3.84897254e-01,-6.67165394e-02
5,511,3,-9.32935482e-01,-1.50942609e-01
5,512,0,2.16797221e-01,-1.29190788e-01
5,512,1,7.83497307e-01,1.12056510e-01
5,512,2,3.84926002e-01,-6.67042841e-02
5,512,3,-9.32945395e-01,-1.50951074e-01
5,513,0,2.16789372e-01,-1.29162324e-01
5,513,1,7.83578640e-01,1.12004181e-01
5,513,2,3.84954667e-01,-6.66920516e-02
5,513,3,-9.32955272e-01,-1.50959529e-01
5,514,0,2.16781545e-01,-1.29133930e-01
5,514,1,7.83659738e-01,1.11951999e-01
5,514,2,3.84983248e-01,-6.66798418e-02
5,514,3,-9.32965113e-01,-1.50967973e-01
5,515,0,2.16773741e-01,-1.29105605e-01
5,515,1,7.83740602e-01,1.11899963e-01
5,515,2,3.85011746e-01,-6.66676547e-02
5,515,3,-9.32974919e-01,-1.50976408e-01
5,516,0,2.16765959e-01,-1.29077349e-01
5,516,1,7.83821234e-01,1.11848074e-01
5,516,2,3.85040161e-01,-6.66554901e-02
5,516,3,-9.32984690e-01,-1.50984832e-01
5,517,0,2.16758198e-01,-1.29049162e-01
5,517,1,7.83901634e-01,1.11796329e-01
5,517,2,3.85068494e-01,-6.66433481e-02
5,517,3,-9.32994426e-01,-1.50993246e-01
5,518,0,2.16750460e-01,-1.29021044e-01
5,518,1,7.83981804e-01,1.11744728e-01
5,518,2,3.85096745e-01,-6.66312285e-02
5,518,3,-9.33004128e-01,-1.51001649e-01
5,519,0,2.16742743e-01,-1.28992994e-01
5,519,1,7.84061744e-01,1.11693271e-01
5,519,2,3.85124914e-01,-6.66191313e-02
5,519,3,-9.33013795e-01,-1.51010042e-01
5,520,0,2.16735047e-01,-1.28965011e-01
5,520,1,7.84141457e-01,1.11641956e-01
5,520,2,3.85153002e-01,-6.66070564e-02
5,520,3,-9.33023427e-01,-1.51018425e-01
5,521,0,2.16727374e-01,-1.28937096e-01
5,521,1,7.84220944e-01,1.11590784e-01
5,521,2,3.85181010e-01,-6.65950038e-02
5,521,3,-9.33033026e-01,-1.51026797e-01
5,522,0,2.16719721e-01,-1.28909248e-01
5,522,1,7.84300205e-01,1.11539752e-01
5,522,2,3.85208938e-01,-6.65829733e-02
5,522,3,-9.33042591e-01,-1.51035159e-01
5,523,0,2.16712090e-01,-1.28881467e-01
5,523,1,7.84379241e-01,1.11488861e-01
5,523,2,3.85236786e-01,-6.65709650e-02
5,523,3,-9.33052123e-01,-1.51043510e-01
5,524,0,2.16704480e-01,-1.28853753e-01
5,524,1,7.84458055e-01,1.11438110e-01
5,524,2,3.85264554e-01,-6.65589787e-02
5,524,3,-9.33061621e-01,-1.51051851e-01
5,525,0,2.16696891e-01,-1.28826105e-01
5,525,1,7.84536647e-01,1.11387497e-01
5,525,2,3.85292244e-01,-6.65470144e-02
5,525,3,-9.33071086e-01,-1.51060181e-01
5,526,0,2.16689323e-01,-1.28798523e-01
5,526,1,7.84615018e-01,1.11337023e-01
5,526,2,3.85319855e-01,-6.65350720e-02
5,526,3,-9.33080518e-01,-1.51068501e-01
5,527,0,2.16681775e-01,-1.28771006e-01
5,527,1,7.84693169e-01,1.11286687e-01
5,527,2,3.85347387e-01,-6.65231515e-02
5,527,3,-9.33089917e-01,-1.51076810e-01
5,528,0,2.16674249e-01,-1.28743555e-01
5,528,1,7.84771102e-01,1.11236487e-01
5,528,2,3.85374843e-01,-6.65112527e-02
5,528,3,-9.33099284e-01,-1.51085109e-01
5,529,0,2.16666742e-01,-1.28716169e-01
5,529,1,7.84848818e-01,1.11186423e-01
5,529,2,3.85402220e-01,-6.64993757e-02
5,529,3,-9.33108619e-01,-1.51093397e-01
5,530,0,2.16659257e-01,-1.28688848e-01
5,530,1,7.84926317e-01,1.11136495e-01
5,530,2,3.85429521e-01,-6.64875203e-02
5,530,3,-9.33117921e-01,-1.51101674e-01
5,531,0,2.16651791e-01,-1.28661592e-01
5,531,1,7.85003601e-01,1.11086702e-01
5,531,2,3.85456745e-01,-6.64756865e-02
5,531,3,-9.33127192e-01,-1.51109941e-01
5,532,0,2.16644346e-01,-1.28634400e-01
5,532,1,7.85080671e-01,1.11037043e-01
5,532,2,3.85483893e-01,-6.64638743e-02
5,532,3,-9.33136430e-01,-1.51118197e-01
5,533,0,2.16636921e-01,-1.28607272e-01
5,533,1,7.85157528e-01,1.10987517e-01
5,533,2,3.85510965e-01,-6.64520835e-02
5,533,3,-9.33145638e-01,-1.51126442e-01
5,534,0,2.16629516e-01,-1.28580207e-01
5,534,1,7.85234174e-01,1.10938124e-01
5,534,2,3.85537962e-01,-6.64403141e-02
5,534,3,-9.33154813e-01,-1.51134677e-01
5,535,0,2.16622131e-01,-1.28553206e-01
5,535,1,7.85310608e-01,1.10888863e-01
5,535,2,3.85564884e-01,-6.64285661e-02
5,535,3,-9.33163958e-01,-1.51142901e-01
5,536,0,2.16614766e-01,-1.28526268e-01
5,536,1,7.85386833e-01,1.10839733e-01
5,536,2,3.85591731e-01,-6.64168393e-02
5,536,3,-9.33173072e-01,-1.51151115e-01
5,537,0,2.16607420e-01,-1.28499393e-01
5,537,1,7.85462849e-01,1.10790735e-01
5,537,2,3.85618504e-01,-6.64051337e-02
5,537,3,-9.33182155e-01,-1.51159317e-01
5,538,0,2.16600094e-01,-1.28472580e-01
5,538,1,7.85538658e-01,1.10741866e-01
5,538,2,3.85645203e-01,-6.63934493e-02
5,538,3,-9.33191207e-01,-1.51167509e-01
5,539,0,2.16592787e-01,-1.28445830e-01
5,539,1,7.85614260e-01,1.10693126e-01
5,539,2,3.85671828e-01,-6.63817859e-02
5,539,3,-9.33200229e-01,-1.51175690e-01
5,540,0,2.16585500e-01,-1.28419142e-01
5,540,1,7.85689656e-01,1.10644516e-01
5,540,2,3.85698381e-01,-6.63701436e-02
5,540,3,-9.33209221e-01,-1.51183861e-01
5,541,0,2.16578232e-01,-1.28392515e-01
5,541,1,7.85764848e-01,1.10596034e-01
5,541,2,3.85724860e-01,-6.63585222e-02
5,541,3,-9.33218183e-01,-1.51192021e-01
5,542,0,2.16570984e-01,-1.28365950e-01
5,542,1,7.85839837e-01,1.10547679e-01
5,542,2,3.85751267e-01,-6.63469217e-02
5,542,3,-9.33227114e-01,-1.51200170e-01
5,543,0,2.16563754e-01,-1.28339447e-01
5,543,1,7.85914623e-01,1.10499451e-01
5,543,2,3.85777602e-01,-6.63353420e-02
5,543,3,-9.33236017e-01,-1.51208308e-01
5,544,0,2.16556544e-01,-1.28313004e-01
5,544,1,7.85989207e-01,1.10451349e-01
5,544,2,3.85803865e-01,-6.63237831e-02
5,544,3,-9.33244889e-01,-1.51216435e-01
5,545,0,2.16549352e-01,-1.28286622e-01
5,545,1,7.86063592e-01,1.10403373e-01
5,545,2,3.85830057e-01,-6.63122449e-02
5,545,3,-9.33253733e-01,-1.51224552e-01
5,546,0,2.16542179e-01,-1.28260300e-01
5,546,1,7.86137776e-01,1.10355522e-01
5,546,2,3.85856178e-01,-6.63007273e-02
5,546,3,-9.33262547e-01,-1.51232658e-01
5,547,0,2.16535025e-01,-1.28234039e-01
5,547,1,7.86211762e-01,1.10307795e-01
5,547,2,3.85882228e-01,-6.62892303e-02
5,547,3,-9.33271332e-01,-1.51240753e-01
5,548,0,2.16527889e-01,-1.28207837e-01
5,548,1,7.86285551e-01,1.10260192e-01
5,548,2,3.85908208e-01,-6.62777538e-02
5,548,3,-9.33280089e-01,-1.51248837e-01
5,549,0,2.16520772e-01,-1.28181695e-01
5,549,1,7.86359143e-01,1.10212712e-01
5,549,2,3.85934118e-01,-6.62662978e-02
5,549,3,-9.33288817e-01,-1.51256910e-01
5,550,0,2.16513674e-01,-1.28155613e-01
5,550,1,7.86432540e-01,1.10165355e-01
5,550,2,3.85959958e-01,-6.62548621e-02
5,550,3,-9.33297516e-01,-1.51264973e-01
5,551,0,2.16506593e-01,-1.28129589e-01
5,551,1,7.86505742e-01,1.10118120e-01
5,551,2,3.85985728e-01,-6.62434468e-02
5,551,3,-9.33306187e-01,-1.51273025e-01
5,552,0,2.16499531e-01,-1.28103625e-01
5,552,1,7.86578751e-01,1.10071006e-01
5,552,2,3.86011430e-01,-6.62320518e-02
5,552,3,-9.33314830e-01,-1.51281066e-01
5,553,0,2.16492487e-01,-1.28077719e-01
5,553,1,7.86651566e-01,1.10024014e-01
5,553,2,3.86037064e-01,-6.62206769e-02
5,553,3,-9.33323445e-01,-1.51289096e-01
5,554,0,2.16485462e-01,-1.28051872e-01
5,554,1,7.86724190e-01,1.09977141e-01
5,554,2,3.86062628e-01,-6.62093222e-02
5,554,3,-9.33332032e-01,-1.51297115e-01
5,555,0,2.16478454e-01,-1.28026083e-01
5,555,1,7.86796624e-01,1.09930388e-01
5,555,2,3.86088125e-01,-6.61979876e-02
5,555,3,-9.33340591e-01,-1.51305123e-01
5,556,0,2.16471464e-01,-1.28000351e-01
5,556,1,7.86868867e-01,1.09883754e-01
5,556,2,3.86113555e-01,-6.61866730e-02
5,556,3,-9.33349123e-01,-1.51313121e-01
5,557,0,2.16464491e-01,-1.27974678e-01
5,557,1,7.86940921e-01,1.09837239e-01
5,557,2,3.86138917e-01,-6.61753784e-02
5,557,3,-9.33357628e-01,-1.51321107e-01
5,558,0,2.16457537e-01,-1.27949062e-01
5,558,1,7.87012787e-01,1.09790841e-01
5,558,2,3.86164212e-01,-6.61641037e-02
5,558,3,-9.33366106e-01,-1.51329083e-01
5,559,0,2.16450600e-01,-1.27923503e-01
5,559,1,7.87084466e-01,1.09744561e-01
5,559,2,3.86189440e-01,-6.61528489e-02
5,559,3,-9.33374556e-01,-1.51337048e-01
5,560,0,2.16443680e-01,-1.27898000e-01
5,560,1,7.87155959e-01,1.09698398e-01
5,560,2,3.86214602e-01,-6.61416138e-02
5,560,3,-9.33382980e-01,-1.51345002e-01
5,561,0,2.16436778e-01,-1.27872555e-01
5,561,1,7.87227266e-01,1.09652351e-01
5,561,2,3.86239698e-01,-6.61303985e-02
5,561,3,-9.33391377e-01,-1.51352946e-01
5,562,0,2.16429894e-01,-1.27847166e-01
5,562,1,7.87298389e-01,1.09606419e-01
5,562,2,3.86264728e-01,-6.61192028e-02
5,562,3,-9.33399747e-01,-1.51360878e-01
5,563,0,2.16423026e-01,-1.27821833e-01
5,563,1,7.87369328e-01,1.09560603e-01
5,563,2,3.86289693e-01,-6.61080267e-02
5,563,3,-9.33408091e-01,-1.51368800e-01
5,564,0,2.16416176e-01,-1.27796557e-01
5,564,1,7.87440085e-01,1.09514902e-01
5,564,2,3.86314592e-01,-6.60968702e-02
5,564,3,-9.33416409e-01,-1.51376710e-01
5,565,0,2.16409343e-01,-1.27771336e-01
5,565,1,7.87510659e-01,1.09469314e-01
5,565,2,3.86339427e-01,-6.60857332e-02
5,565,3,-9.33424701e-01,-1.51384610e-01
5,566,0,2.16402526e-01,-1.27746170e-01
5,566,1,7.87581053e-01,1.09423840e-01
5,566,2,3.86364197e-01,-6.60746156e-02
5,566,3,-9.33432966e-01,-1.51392499e-01
5,567,0,2.16395727e-01,-1.27721060e-01
5,567,1,7.87651266e-01,1.09378479e-01
5,567,2,3.86388903e-01,-6.60635173e-02
5,567,3,-9.33441206e-01,-1.51400377e-01
5,568,0,2.16388945e-01,-1.27696005e-01
5,568,1,7.87721300e-01,1.09333231e-01
5,568,2,3.86413546e-01,-6.60524384e-02
5,568,3,-9.33449421e-01,-1.51408245e-01
5,569,0,2.16382179e-01,-1.27671005e-01
5,569,1,7.87791156e-01,1.09288095e-01
5,569,2,3.86438124e-01,-6.60413788e-02
5,569,3,-9.33457609e-01,-1.51416101e-01
5,570,0,2.16375430e-01,-1.27646060e-01
5,570,1,7.87860834e-01,1.09243070e-01
5,570,2,3.86462640e-01,-6.60303383e-02
5,570,3,-9.33465773e-01,-1.51423947e-01
5,571,0,2.16368698e-01,-1.27621168e-01
5,571,1,7.87930335e-01,1.09198156e-01
5,571,2,3.86487092e-01,-6.60193170e-02
5,571,3,-9.33473911e-01,-1.51431782e-01
5,572,0,2.16361982e-01,-1.27596331e-01
5,572,1,7.87999661e-01,1.09153352e-01
5,572,2,3.86511482e-01,-6.60083148e-02
5,572,3,-9.33482024e-01,-1.51439605e-01
5,573,0,2.16355283e-01,-1.27571548e-01
5,573,1,7.88068811e-01,1.09108658e-01
5,573,2,3.86535809e-01,-6.59973316e-02
5,573,3,-9.33490112e-01,-1.51447419e-01
5,574,0,2.16348600e-01,-1.27546819e-01
5,574,1,7.88137786e-01,1.09064074e-01
5,574,2,3.86560074e-01,-6.59863674e-02
5,574,3,-9.33498175e-01,-1.51455221e-01
5,575,0,2.16341933e-01,-1.27522143e-01
5,575,1,7.88206589e-01,1.09019598e-01
5,575,2,3.86584277e-01,-6.59754221e-02
5,575,3,-9.33506214e-01,-1.51463012e-01
5,576,0,2.16335282e-01,-1.27497521e-01
5,576,1,7.88275218e-01,1.08975231e-01
5,576,2,3.86608419e-01,-6.59644957e-02
5,576,3,-9.33514228e-01,-1.51470793e-01
5,577,0,2.16328648e-01,-1.27472951e-01
5,577,1,7.88343676e-01,1.08930972e-01
5,577,2,3.86632499e-01,-6.59535881e-02
5,577,3,-9.33522218e-01,-1.51478563e-01
5,578,0,2.16322029e-01,-1.27448435e-01
5,578,1,7.88411962e-01,1.08886820e-01
5,578,2,3.86656519e-01,-6.59426992e-02
5,578,3,-9.33530183e-01,-1.51486322e-01
5,579,0,2.16315427e-01,-1.27423971e-01
5,579,1,7.88480079e-01,1.08842775e-01
5,579,2,3.86680478e-01,-6.59318290e-02
5,579,3,-9.33538124e-01,-1.51494070e-01
5,580,0,2.16308840e-01,-1.27399559e-01
5,580,1,7.88548025e-01,1.08798836e-01
5,580,2,3.86704376e-01,-6.59209774e-02
5,580,3,-9.33546042e-01,-1.51501807e-01
5,581,0,2.16302270e-01,-1.27375200e-01
5,581,1,7.88615803e-01,1.08755004e-01
5,581,2,3.86728214e-01,-6.59101444e-02
